ínì_,ì˙,éû,é¸ä˙(s),îgçÇ(m),îgå¸(16ï˚à )
N,26,12,10,  1.9, 5
N,27,00,11,  1.8, 5
N,27,12,11,  1.7, 5
N,28,00,11,  2.2, 5
N,28,12,11,  2.4, 4
N,29,00,10,  2.7, 4
N,29,12, 9,  3.5, 4
N,30,00, 9,  3.1, 5
N,30,12,11,  3.1, 5
O, 1,00, 7,  1.8, 5
O, 1,12, 7,  1.7, 4
O, 2,00, 7,  1.6, 4
O, 2,12, 8,  1.8, 5
O, 3,00, 9,  1.4, 5
O, 3,12, 6,  1.6, 4
O, 4,00, 7,  2.4, 3
O, 4,12, 8,  2.4, 3
O, 5,00, 8,  3.0, 3
O, 5,12, 8,  3.0, 3
O, 6,00, 8,  2.3, 3
O, 6,12, 8,  1.8, 4
O, 7,00, 9,  1.8, 5
O, 7,12, 8,  2.6, 3
O, 8,00, 8,  2.9, 2
O, 8,12, 9,  2.9, 2
O, 9,00, 9,  2.7, 2
O, 9,12, 7,  2.4, 2
O,10,00, 8,  1.9, 3
O,10,12, 8,  1.6, 4
O,11,00, 8,  1.4, 3
O,11,12,10,  1.2, 4
O,12,00,10,  1.1, 4
O,12,12, 9,  1.1, 4
O,13,00, 7,  1.0, 4
O,13,12, 7,  1.2, 4
O,14,00, 7,  2.3, 2
O,14,12, 9,  3.3, 2
O,15,00, 9,  2.7, 2
O,15,12, 9,  2.3, 4
O,16,00, 9,  1.8, 5
O,16,12, 8,  1.7, 5
O,17,00, 8,  2.0, 5
O,17,12, 8,  1.7, 6
O,18,00, 8,  1.7, 6
O,18,12, 7,  2.8, 3
O,19,00,10,  4.2, 1
O,19,12, 9,  3.8, 2
O,20,00, 9,  3.5, 2
O,20,12, 9,  3.5, 3
O,21,00, 9,  3.1, 4
O,21,12, 9,  3.1, 5
O,22,00, 9,  4.1, 6
O,22,12, 9,  3.7, 5
O,23,00, 9,  2.3, 3
O,23,12, 9,  1.5, 4
O,24,00,10,  1.4, 5
O,24,12,11,  1.5, 5
O,25,00, 7,  2.0, 3
O,25,12, 9,  3.3, 2
O,26,00, 9,  3.6, 2
O,26,12,10,  2.8, 3
O,27,00, 9,  2.3, 4
O,27,12, 9,  2.1, 3
O,28,00, 8,  2.7, 2
O,28,12,10,  4.2, 1
O,29,00,10,  3.3, 2
O,29,12, 9,  3.1, 3
O,30,00, 9,  3.3, 5
O,30,12,11,  3.1, 5
P, 1,00, 5,  1.2, 2
P, 1,12, 6,  1.1, 2
P, 2,00, 6,  0.9, 2
P, 2,12, 6,  0.8, 3
P, 3,00, 6,  0.6, 3
P, 3,12, 5,  1.2, 2
P, 4,00, 6,  1.8, 2
P, 4,12, 7,  1.6, 2
P, 5,00, 7,  1.8, 2
P, 5,12, 7,  1.7, 1
P, 6,00, 7,  1.4, 1
P, 6,12, 7,  1.2, 2
P, 7,00, 7,  0.8, 2
P, 7,12, 7,  1.7, 1
P, 8,00, 7,  1.7, 1
P, 8,12, 7,  2.0, 1
P, 9,00, 9,  2.1,16
P, 9,12, 7,  1.9, 1
P,10,00, 8,  1.4, 1
P,10,12, 7,  1.2, 1
P,11,00, 7,  1.2, 1
P,11,12, 6,  1.0, 1
P,12,00, 9,  1.4, 1
P,12,12, 9,  1.1, 1
P,13,00, 8,  0.7, 1
P,13,12, 4,  0.7, 1
P,14,00, 7,  1.9, 1
P,14,12, 9,  3.2, 1
P,15,00, 9,  2.5, 1
P,15,12, 9,  1.6, 1
P,16,00, 7,  1.1, 2
P,16,12, 6,  0.9, 4
P,17,00, 4,  0.8, 5
P,17,12, 4,  0.6, 6
P,18,00, 7,  1.0, 8
P,18,12, 5,  1.3, 1
P,19,00, 9,  3.7, 1
P,19,12, 9,  3.4, 1
P,20,00, 9,  3.0, 1
P,20,12, 9,  2.7, 2
P,21,00, 8,  2.0, 3
P,21,12, 7,  1.7, 4
P,22,00, 9,  1.8, 8
P,22,12, 9,  2.0, 9
P,23,00, 9,  2.3, 3
P,23,12, 8,  1.5, 6
P,24,00, 6,  1.3, 8
P,24,12, 5,  0.7, 2
P,25,00, 7,  1.8,16
P,25,12, 9,  3.2, 1
P,26,00,10,  3.1, 1
P,26,12, 9,  2.2, 1
P,27,00, 9,  1.5, 1
P,27,12, 9,  1.3,16
P,28,00, 9,  3.4,16
P,28,12, 9,  4.0, 1
P,29,00, 9,  3.2, 1
P,29,12, 9,  2.5, 1
P,30,00, 8,  1.7, 2
P,30,12, 7,  1.2, 3
Q, 1,00,10,  0.8, 3
Q, 1,12,10,  0.6, 4
Q, 2,00,10,  0.8, 5
Q, 2,12,11,  0.7, 5
Q, 3,00,11,  0.7, 5
Q, 3,12,11,  0.9, 4
Q, 4,00,10,  1.0, 3
Q, 4,12, 5,  0.8, 1
Q, 5,00,10,  0.7, 5
Q, 5,12,10,  0.7, 5
Q, 6,00,10,  0.7, 5
Q, 6,12,10,  0.8, 5
Q, 7,00,10,  0.8, 5
Q, 7,12, 9,  1.3, 4
Q, 8,00,10,  1.3, 4
Q, 8,12,10,  1.3, 2
Q, 9,00, 8,  1.3, 1
Q, 9,12, 7,  1.4, 1
Q,10,00,10,  1.0, 5
Q,10,12,10,  1.1, 5
Q,11,00, 7,  2.1,13
Q,11,12, 9,  2.4,14
Q,12,00, 9,  1.4,14
Q,12,12, 7,  0.7,14
Q,13,00, 9,  0.5, 3
Q,13,12, 5,  0.8,13
Q,14,00, 7,  2.5,15
Q,14,12, 9,  2.0,15
Q,15,00, 7,  1.2,15
Q,15,12, 7,  0.6, 1
Q,16,00,10,  0.6, 5
Q,16,12,10,  0.5, 5
Q,17,00, 4,  1.0, 5
Q,17,12, 5,  1.1, 7
Q,18,00, 6,  1.3, 9
Q,18,12, 7,  2.0,15
Q,19,00, 8,  2.9,15
Q,19,12, 8,  2.3,15
Q,20,00, 8,  1.5,15
Q,20,12, 7,  0.7, 1
Q,21,00, 4,  0.7, 5
Q,21,12, 6,  1.2, 5
Q,22,00, 7,  1.5, 5
Q,22,12, 7,  1.1, 5
Q,23,00,10,  1.4, 5
Q,23,12,10,  2.0, 5
Q,24,00,10,  2.0, 6
Q,24,12,10,  1.4, 6
Q,25,00, 6,  2.0, 1
Q,25,12, 8,  2.0,15
Q,26,00,10,  1.6,15
Q,26,12,10,  1.6, 5
Q,27,00,10,  1.3, 5
Q,27,12,11,  1.2, 5
Q,28,00,11,  1.8, 4
Q,28,12,11,  1.7, 5
Q,29,00,10,  1.6, 5
Q,29,12, 9,  1.2, 4
Q,30,00,11,  1.2, 5
Q,30,12,10,  1.0, 5
R, 1,00, 4,  0.7,16
R, 1,12, 4,  0.6, 1
R, 2,00, 4,  0.5, 3
R, 2,12, 2,  0.3,12
R, 3,00, 2,  0.3, 1
R, 3,12, 4,  0.7, 1
R, 4,00, 4,  0.9, 2
R, 4,12, 5,  1.1, 1
R, 5,00, 4,  0.7, 2
R, 5,12, 4,  0.8, 1
R, 6,00, 2,  0.3, 2
R, 6,12, 2,  0.3,14
R, 7,00, 4,  0.6,15
R, 7,12, 5,  1.1,16
R, 8,00, 4,  0.5,15
R, 8,12, 4,  0.6,14
R, 9,00, 4,  0.7,15
R, 9,12, 5,  0.9, 1
R,10,00, 2,  0.4, 1
R,10,12, 4,  1.0,10
R,11,00, 8,  2.3,13
R,11,12, 9,  1.8,13
R,12,00, 7,  0.9,14
R,12,12, 6,  0.3,13
R,13,00, 2,  0.3,12
R,13,12, 5,  0.9,12
R,14,00, 6,  2.3,16
R,14,12, 5,  1.3,16
R,15,00, 4,  0.7, 1
R,15,12, 2,  0.3,14
R,16,00, 2,  0.3,13
R,16,12, 2,  0.2,13
R,17,00, 4,  0.8, 6
R,17,12, 6,  1.4, 9
R,18,00, 7,  2.1,10
R,18,12, 6,  1.8,15
R,19,00, 6,  2.0,15
R,19,12, 6,  1.6,16
R,20,00, 5,  1.3, 1
R,20,12, 5,  1.1, 2
R,21,00, 4,  0.7, 3
R,21,12, 2,  0.1, 1
R,22,00, 4,  1.0, 6
R,22,12, 4,  0.7, 6
R,23,00, 8,  0.7, 9
R,23,12,11,  0.8, 9
R,24,00, 7,  1.1, 8
R,24,12, 8,  1.1, 9
R,25,00, 6,  1.6,16
R,25,12, 5,  1.0,15
R,26,00, 5,  1.2, 1
R,26,12, 4,  0.9, 1
R,27,00, 4,  0.7, 2
R,27,12, 5,  1.3, 1
R,28,00, 5,  1.0, 1
R,28,12, 5,  1.3, 2
R,29,00, 4,  0.7, 1
R,29,12, 5,  0.9, 1
R,30,00, 4,  0.7, 4
R,30,12, 2,  0.3, 2
S, 1,00, 5,  0.6,15
S, 1,12, 4,  0.8, 2
S, 2,00, 9,  1.5, 2
S, 2,12, 8,  0.9, 2
S, 3,00, 7,  0.6, 2
S, 3,12, 4,  1.0, 1
S, 4,00, 8,  2.6, 2
S, 4,12, 9,  2.1, 2
S, 5,00, 8,  1.5, 2
S, 5,12, 8,  0.8, 2
S, 6,00, 7,  0.7, 2
S, 6,12, 6,  0.6, 1
S, 7,00, 9,  1.1, 1
S, 7,12, 7,  1.1, 2
S, 8,00, 9,  1.8, 2
S, 8,12, 9,  1.5, 2
S, 9,00, 8,  1.1, 2
S, 9,12, 7,  1.1, 2
S,10,00, 9,  1.4, 2
S,10,12, 8,  1.4, 3
S,11,00, 8,  2.5,13
S,11,12, 8,  1.5,13
S,12,00, 7,  1.1, 1
S,12,12, 7,  0.7, 1
S,13,00, 8,  0.8, 2
S,13,12, 6,  1.2,12
S,14,00, 7,  2.4,16
S,14,12, 9,  2.2, 1
S,15,00,10,  1.5, 2
S,15,12, 9,  0.9, 1
S,16,00, 4,  0.7,13
S,16,12, 5,  0.4,13
S,17,00, 8,  0.6, 2
S,17,12, 5,  1.0, 5
S,18,00, 8,  2.6,11
S,18,12, 5,  1.5,14
S,19,00, 7,  1.6,16
S,19,12, 9,  1.5, 1
S,20,00, 7,  1.7, 1
S,20,12, 9,  1.9, 2
S,21,00, 9,  1.4, 2
S,21,12, 8,  1.1, 3
S,22,00, 7,  1.1, 3
S,22,12,10,  1.2, 3
S,23,00, 6,  0.9, 3
S,23,12, 6,  0.7, 3
S,24,00, 4,  0.8, 5
S,24,12, 7,  0.6, 3
S,25,00, 6,  1.9, 1
S,25,12,10,  4.5, 2
S,26,00,10,  4.2, 2
S,26,12, 9,  2.2, 2
S,27,00, 8,  1.3, 2
S,27,12, 6,  1.3, 2
S,28,00, 8,  3.6, 2
S,28,12,10,  3.7, 2
S,29,00, 9,  1.8, 2
S,29,12, 9,  1.6, 2
S,30,00, 8,  1.8, 2
S,30,12, 8,  1.2, 2
T, 1,00, 6,  1.3,14
T, 1,12, 8,  1.6, 1
T, 2,00, 9,  1.5, 2
T, 2,12, 8,  0.9, 2
T, 3,00, 7,  0.5, 1
T, 3,12, 5,  1.1, 2
T, 4,00, 8,  2.1, 1
T, 4,12, 7,  1.6, 1
T, 5,00, 8,  1.5, 1
T, 5,12, 7,  0.7, 1
T, 6,00, 5,  0.6,15
T, 6,12, 9,  1.1, 1
T, 7,00, 5,  1.3,13
T, 7,12, 7,  1.7, 1
T, 8,00, 9,  2.4, 2
T, 8,12, 8,  1.2, 3
T, 9,00, 7,  0.9, 1
T, 9,12, 7,  1.6, 1
T,10,00, 8,  1.8, 3
T,10,12, 7,  1.3, 3
T,11,00, 7,  3.1,12
T,11,12, 8,  2.9,14
T,12,00, 7,  1.5,15
T,12,12, 8,  1.2, 1
T,13,00, 8,  1.0, 2
T,13,12, 7,  2.2,12
T,14,00, 9,  4.6,15
T,14,12,10,  3.5,16
T,15,00, 9,  1.7, 1
T,15,12, 6,  1.4,13
T,16,00, 7,  1.8,14
T,16,12, 6,  1.4,15
T,17,00, 7,  0.9, 1
T,17,12, 5,  1.3, 4
T,18,00, 6,  2.2,10
T,18,12, 7,  2.6,14
T,19,00, 9,  3.9,15
T,19,12, 9,  3.6,15
T,20,00, 9,  2.8,16
T,20,12, 9,  2.2, 1
T,21,00, 8,  1.2, 1
T,21,12, 7,  1.0, 2
T,22,00, 7,  0.9, 2
T,22,12, 5,  1.2, 3
T,23,00, 7,  0.8, 4
T,23,12, 7,  0.9, 4
T,24,00, 4,  0.6, 8
T,24,12, 2,  0.3,15
T,25,00, 6,  2.1, 1
T,25,12,10,  4.4, 2
T,26,00, 9,  3.1, 2
T,26,12, 8,  1.6, 3
T,27,00, 7,  0.7, 2
T,27,12, 4,  0.7, 1
T,28,00, 9,  4.3, 2
T,28,12, 9,  3.0, 2
T,29,00, 9,  1.6, 2
T,29,12, 7,  1.4, 1
T,30,00, 7,  2.0, 2
T,30,12, 8,  1.2, 2
U, 1,00, 7,  1.0,14
U, 1,12, 9,  1.9,16
U, 2,00, 9,  1.7, 1
U, 2,12, 8,  1.0, 1
U, 3,00, 7,  0.6, 1
U, 3,12, 6,  0.7, 1
U, 4,00, 7,  1.8, 1
U, 4,12, 7,  1.5,16
U, 5,00, 8,  1.7,16
U, 5,12, 7,  0.9, 1
U, 6,00, 7,  0.6, 1
U, 6,12, 9,  1.3, 1
U, 7,00, 8,  1.0, 1
U, 7,12, 7,  1.3,15
U, 8,00, 9,  2.5, 1
U, 8,12, 9,  1.3, 1
U, 9,00, 7,  0.8, 1
U, 9,12, 8,  1.8,16
U,10,00, 9,  1.8, 1
U,10,12, 8,  1.2, 1
U,11,00, 5,  1.2, 7
U,11,12, 9,  2.6,14
U,12,00, 8,  1.9,16
U,12,12, 8,  1.5, 1
U,13,00, 8,  1.1, 1
U,13,12, 7,  0.7, 1
U,14,00,10,  3.9,15
U,14,12,10,  3.8,15
U,15,00,10,  2.2,16
U,15,12, 8,  1.0,15
U,16,00, 8,  1.6,15
U,16,12, 7,  1.6,16
U,17,00, 8,  1.4,16
U,17,12, 9,  1.3, 1
U,18,00, 5,  1.3, 6
U,18,12, 8,  2.1,15
U,19,00, 9,  3.8,15
U,19,12,10,  4.0,15
U,20,00,10,  3.4,16
U,20,12, 9,  2.8, 1
U,21,00, 9,  1.5, 1
U,21,12, 9,  1.4, 1
U,22,00, 8,  1.1, 1
U,22,12, 7,  1.1, 1
U,23,00, 6,  0.6, 1
U,23,12, 6,  0.6, 2
U,24,00, 2,  0.2, 1
U,24,12, 2,  0.2,10
U,25,00, 5,  1.3,16
U,25,12,10,  4.1, 1
U,26,00,10,  3.0, 1
U,26,12, 9,  1.6, 1
U,27,00, 7,  0.8, 1
U,27,12, 6,  0.8, 1
U,28,00, 9,  4.0, 1
U,28,12, 9,  3.0, 1
U,29,00, 9,  2.0, 1
U,29,12, 8,  1.4, 1
U,30,00, 8,  2.6, 1
U,30,12, 9,  1.3, 1
V, 1,00, 8,  2.0,13
V, 1,12, 8,  2.4,15
V, 2,00, 9,  1.8,16
V, 2,12, 8,  1.1,16
V, 3,00, 7,  0.5,16
V, 3,12, 8,  1.3, 1
V, 4,00, 7,  1.5, 1
V, 4,12, 7,  1.3,15
V, 5,00, 7,  1.7,15
V, 5,12, 7,  1.1,15
V, 6,00, 7,  1.6,14
V, 6,12, 9,  1.5,16
V, 7,00, 8,  1.1,16
V, 7,12, 7,  2.1,16
V, 8,00, 8,  2.2,16
V, 8,12, 8,  1.2,16
V, 9,00, 7,  0.8,16
V, 9,12, 9,  1.9,16
V,10,00, 8,  1.6,16
V,10,12, 7,  1.1,16
V,11,00, 7,  0.8, 1
V,11,12, 6,  2.5,12
V,12,00, 8,  2.2,15
V,12,12, 8,  1.6,16
V,13,00, 8,  1.1,16
V,13,12, 7,  0.5,16
V,14,00,10,  3.7,14
V,14,12,11,  4.4,15
V,15,00,10,  2.3,15
V,15,12, 8,  2.3,14
V,16,00, 9,  1.8,16
V,16,12, 9,  1.5,16
V,17,00, 7,  1.9,16
V,17,12, 9,  1.8,16
V,18,00, 8,  1.1, 1
V,18,12, 8,  2.6,15
V,19,00, 9,  4.1,14
V,19,12,10,  4.3,14
V,20,00,10,  3.6,15
V,20,12, 9,  3.1,16
V,21,00, 9,  2.3,16
V,21,12, 9,  1.6,16
V,22,00, 8,  1.2, 1
V,22,12, 5,  1.1, 2
V,23,00, 4,  0.6, 5
V,23,12, 4,  0.8, 7
V,24,00, 2,  0.3, 7
V,24,12, 2,  0.2,14
V,25,00, 7,  2.2,15
V,25,12, 9,  3.2,16
V,26,00, 9,  2.2,16
V,26,12, 8,  1.4, 1
V,27,00, 7,  0.8, 1
V,27,12, 4,  0.7,16
V,28,00, 8,  2.8,16
V,28,12, 9,  2.4, 1
V,29,00, 9,  1.8, 1
V,29,12, 7,  2.6,16
V,30,00, 9,  2.4,16
V,30,12, 8,  1.3,16
W, 1,00, 9,  3.4,13
W, 1,12, 8,  2.8,14
W, 2,00, 9,  2.1,15
W, 2,12, 7,  1.3,15
W, 3,00, 6,  1.1,15
W, 3,12, 8,  1.7,16
W, 4,00, 7,  1.3,16
W, 4,12, 7,  1.2,15
W, 5,00, 7,  1.6,14
W, 5,12, 6,  1.4,14
W, 6,00, 8,  2.6,15
W, 6,12, 9,  2.1,16
W, 7,00, 8,  1.2,16
W, 7,12, 8,  2.6,15
W, 8,00, 8,  2.5,15
W, 8,12, 7,  1.6,15
W, 9,00, 8,  2.1,16
W, 9,12, 9,  2.0,16
W,10,00, 8,  1.7,16
W,10,12, 7,  1.3,16
W,11,00, 5,  1.0, 7
W,11,12, 6,  1.7,11
W,12,00, 7,  3.0,13
W,12,12, 8,  2.1,15
W,13,00, 7,  1.2,15
W,13,12, 7,  0.8,12
W,14,00, 9,  4.2,13
W,14,12,10,  5.1,14
W,15,00, 9,  2.8,14
W,15,12, 9,  3.3,14
W,16,00, 9,  2.5,15
W,16,12, 9,  2.3,15
W,17,00, 9,  3.8,15
W,17,12, 9,  2.0,16
W,18,00, 5,  1.6, 8
W,18,12, 9,  3.4,13
W,19,00, 9,  4.9,13
W,19,12,10,  4.2,13
W,20,00,10,  5.0,14
W,20,12, 9,  3.8,14
W,21,00, 9,  3.6,15
W,21,12, 9,  2.2,15
W,22,00, 7,  1.2,16
W,22,12, 4,  1.0, 2
W,23,00, 5,  0.9, 6
W,23,12, 5,  1.0, 8
W,24,00, 5,  0.9, 9
W,24,12, 4,  0.5,12
W,25,00, 7,  3.0,15
W,25,12, 9,  3.4,16
W,26,00, 9,  2.1,16
W,26,12, 7,  1.1,16
W,27,00, 6,  0.7,16
W,27,12, 6,  1.4,15
W,28,00, 9,  3.2,16
W,28,12, 9,  2.9,16
W,29,00, 9,  1.8,16
W,29,12, 8,  3.1,14
W,30,00, 8,  2.5,15
W,30,12, 8,  1.4,15
X, 1,00, 9,  3.0,13
X, 1,12, 9,  3.2,14
X, 2,00, 8,  2.2,14
X, 2,12, 7,  2.1,13
X, 3,00, 7,  2.1,15
X, 3,12, 7,  1.5,15
X, 4,00, 7,  1.0,15
X, 4,12, 6,  1.1,15
X, 5,00, 6,  1.3,14
X, 5,12, 6,  1.8,12
X, 6,00, 8,  3.0,14
X, 6,12, 9,  2.4,15
X, 7,00, 7,  1.5,13
X, 7,12, 7,  2.6,14
X, 8,00, 8,  2.5,14
X, 8,12, 7,  2.7,13
X, 9,00, 8,  2.5,15
X, 9,12, 8,  2.3,15
X,10,00, 7,  1.9,15
X,10,12, 7,  1.3,15
X,11,00, 4,  0.8,11
X,11,12, 6,  0.9,10
X,12,00, 7,  2.5,13
X,12,12, 8,  2.4,14
X,13,00, 7,  1.1,14
X,13,12, 5,  0.9,10
X,14,00, 9,  3.9,13
X,14,12,10,  4.9,13
X,15,00, 9,  3.5,13
X,15,12, 9,  3.5,14
X,16,00, 9,  3.5,13
X,16,12, 9,  4.1,14
X,17,00, 9,  4.3,14
X,17,12, 9,  2.1,14
X,18,00, 5,  1.3, 4
X,18,12, 9,  3.2,12
X,19,00, 9,  3.8,13
X,19,12, 9,  4.2,13
X,20,00, 9,  4.7,13
X,20,12, 9,  3.7,13
X,21,00, 9,  3.1,13
X,21,12, 8,  2.3,13
X,22,00, 7,  1.6,14
X,22,12, 6,  0.9,13
X,23,00, 4,  0.7,10
X,23,12, 4,  0.5,10
X,24,00, 6,  0.9,10
X,24,12, 5,  0.8,12
X,25,00, 9,  3.2,15
X,25,12, 9,  2.8,15
X,26,00, 8,  1.6,15
X,26,12, 7,  0.9,14
X,27,00, 4,  0.9,12
X,27,12, 7,  2.3,15
X,28,00, 9,  3.3,15
X,28,12, 9,  2.7,15
X,29,00, 7,  1.8,15
X,29,12, 7,  2.5,15
X,30,00, 7,  2.3,14
X,30,12, 7,  1.4,14
Y, 1,00, 8,  2.9,13
Y, 1,12, 8,  2.7,13
Y, 2,00, 8,  2.8,13
Y, 2,12, 8,  2.5,13
Y, 3,00, 8,  2.1,15
Y, 3,12, 7,  1.3,14
Y, 4,00, 6,  0.9,15
Y, 4,12, 6,  1.0,16
Y, 5,00, 5,  1.0,16
Y, 5,12, 6,  1.7,12
Y, 6,00, 9,  3.5,14
Y, 6,12, 8,  2.6,13
Y, 7,00, 7,  1.7,13
Y, 7,12, 7,  2.4,14
Y, 8,00, 8,  2.9,14
Y, 8,12, 8,  2.8,13
Y, 9,00, 8,  2.7,14
Y, 9,12, 7,  2.0,13
Y,10,00, 7,  1.9,14
Y,10,12, 7,  1.6,13
Y,11,00, 7,  1.2,12
Y,11,12, 4,  0.7, 9
Y,12,00, 6,  1.4,14
Y,12,12, 7,  1.8,14
Y,13,00, 7,  1.3,13
Y,13,12, 5,  1.1, 8
Y,14,00, 9,  3.4,13
Y,14,12,10,  5.4,13
Y,15,00, 9,  4.8,13
Y,15,12, 9,  4.0,13
Y,16,00, 9,  4.4,13
Y,16,12, 9,  4.4,13
Y,17,00, 9,  3.9,14
Y,17,12, 8,  2.6,14
Y,18,00, 7,  1.4,13
Y,18,12, 8,  3.3,12
Y,19,00, 9,  4.3,13
Y,19,12, 9,  4.1,13
Y,20,00, 9,  3.7,13
Y,20,12, 8,  3.8,14
Y,21,00, 8,  2.5,13
Y,21,12, 7,  2.3,13
Y,22,00, 7,  1.9,13
Y,22,12, 6,  0.9,13
Y,23,00, 4,  0.8,10
Y,23,12, 4,  0.7,10
Y,24,00, 6,  0.9,12
Y,24,12, 6,  0.9,14
Y,25,00, 8,  2.7,16
Y,25,12, 7,  2.1,15
Y,26,00, 7,  1.6,14
Y,26,12, 6,  1.3,13
Y,27,00, 7,  1.8,12
Y,27,12, 7,  2.5,14
Y,28,00, 9,  3.2,14
Y,28,12, 7,  2.1,15
Y,29,00, 7,  1.9,14
Y,29,12, 6,  1.7,14
Y,30,00, 6,  1.7,14
Y,30,12, 6,  1.4,13
Z, 1,00, 7,  2.7,13
Z, 1,12, 7,  2.4,14
Z, 2,00, 7,  2.5,13
Z, 2,12, 8,  3.1,14
Z, 3,00, 7,  1.9,15
Z, 3,12, 6,  1.5,14
Z, 4,00, 6,  1.1,16
Z, 4,12, 6,  1.0,16
Z, 5,00, 7,  1.0,16
Z, 5,12, 5,  0.9,13
Z, 6,00, 7,  2.0,14
Z, 6,12, 7,  1.9,14
Z, 7,00, 7,  2.2,12
Z, 7,12, 7,  1.9,14
Z, 8,00, 7,  2.0,13
Z, 8,12, 7,  2.2,13
Z, 9,00, 7,  1.9,14
Z, 9,12, 7,  1.7,14
Z,10,00, 6,  1.6,14
Z,10,12, 6,  1.4,13
Z,11,00, 6,  1.6,12
Z,11,12, 6,  1.2,11
Z,12,00, 6,  1.4,13
Z,12,12, 7,  1.9,14
Z,13,00, 6,  1.2,14
Z,13,12, 5,  1.1,10
Z,14,00, 9,  3.6,11
Z,14,12, 9,  5.2,13
Z,15,00, 9,  5.5,13
Z,15,12, 9,  4.7,13
Z,16,00, 9,  4.5,13
Z,16,12, 8,  3.6,13
Z,17,00, 8,  3.3,14
Z,17,12, 7,  2.5,15
Z,18,00, 8,  1.2,16
Z,18,12, 7,  3.3,10
Z,19,00, 8,  4.1,13
Z,19,12, 8,  3.4,13
Z,20,00, 9,  4.3,16
Z,20,12, 7,  3.3,15
Z,21,00, 7,  1.9,14
Z,21,12, 6,  1.8,13
Z,22,00, 6,  1.7,13
Z,22,12, 6,  1.0,12
Z,23,00, 6,  1.4,11
Z,23,12, 7,  2.8,11
Z,24,00, 8,  2.8,12
Z,24,12, 5,  1.4,15
Z,25,00, 7,  2.2,15
Z,25,12, 7,  2.2,14
Z,26,00, 6,  1.5,14
Z,26,12, 6,  1.8,12
Z,27,00, 8,  2.7,12
Z,27,12, 6,  2.2,13
Z,28,00, 7,  2.7,15
Z,28,12, 7,  1.9,14
Z,29,00, 6,  1.8,14
Z,29,12, 6,  1.6,14
Z,30,00, 6,  1.6,14
Z,30,12, 6,  1.2,13
