ínì_,ì˙,éû,é¸ä˙(s),îgçÇ(m),îgå¸(16ï˚à )
B, 5,12,10,  1.6, 9
B, 6,00, 9,  1.4, 9
B, 6,12, 8,  1.4, 8
B, 7,00, 8,  1.4, 8
B, 7,12, 9,  1.5, 8
B, 8,00, 9,  1.9, 9
B, 8,12, 9,  1.6,10
B, 9,00, 9,  0.9, 9
B, 9,12, 8,  0.8, 8
B,10,00, 4,  0.8, 6
B,10,12, 4,  0.5, 8
B,11,00, 9,  0.9, 7
B,11,12, 9,  0.8, 6
B,12,00, 9,  0.9, 5
B,12,12,10,  1.3, 4
B,13,00, 4,  1.1, 7
B,13,12,10,  1.3, 5
B,14,00,11,  1.2, 5
B,14,12,11,  1.1, 7
B,15,00,11,  1.3, 5
B,15,12, 6,  1.1,10
B,16,00, 6,  0.9, 9
B,16,12,12,  1.1, 6
B,17,00,13,  1.1, 6
B,17,12, 8,  1.3,11
B,18,00, 8,  1.4,11
B,18,12, 6,  1.0,10
B,19,00, 6,  0.8, 9
B,19,12, 6,  0.9,10
B,20,00,11,  1.0, 6
B,20,12, 9,  1.5, 8
B,21,00,10,  1.7, 8
B,21,12, 9,  1.7, 8
B,22,00, 9,  1.3, 7
B,22,12,10,  1.2, 7
B,23,00,11,  1.1, 5
B,23,12,11,  1.2, 5
B,24,00,12,  0.9, 5
B,24,12, 6,  2.1,10
B,25,00, 7,  1.6,10
B,25,12, 9,  1.5, 9
B,26,00, 8,  1.0, 8
B,26,12, 9,  1.1, 9
B,27,00,12,  0.7, 6
B,27,12, 6,  0.9,11
B,28,00, 5,  0.9,10
B,28,12,12,  1.2, 9
C, 1,00, 6,  2.6,15
C, 1,12, 7,  3.6,14
C, 2,00, 6,  2.7,14
C, 2,12, 7,  2.4,14
C, 3,00, 5,  1.3,14
C, 3,12, 4,  0.9, 8
C, 4,00, 8,  2.2, 8
C, 4,12, 7,  3.6,14
C, 5,00, 6,  2.0,13
C, 5,12, 5,  1.5,11
C, 6,00, 9,  1.1, 8
C, 6,12, 4,  1.2, 6
C, 7,00, 8,  1.3, 7
C, 7,12, 9,  1.7, 8
C, 8,00, 6,  2.6,13
C, 8,12, 6,  2.2,14
C, 9,00, 9,  0.9,12
C, 9,12, 5,  1.2,15
C,10,00, 5,  1.2,16
C,10,12, 6,  1.2,14
C,11,00, 5,  1.0,14
C,11,12, 9,  0.7, 5
C,12,00, 9,  1.3, 5
C,12,12, 6,  1.6,15
C,13,00, 5,  1.5,15
C,13,12, 6,  1.6,14
C,14,00, 5,  1.6,16
C,14,12, 6,  1.8,14
C,15,00, 5,  1.5,14
C,15,12, 5,  1.0,13
C,16,00,12,  0.8, 7
C,16,12, 5,  1.5, 1
C,17,00, 6,  1.8,13
C,17,12, 6,  2.0,13
C,18,00, 6,  1.9,14
C,18,12, 5,  1.3,14
C,19,00, 4,  0.7,12
C,19,12,12,  0.6, 7
C,20,00,11,  0.7, 6
C,20,12, 9,  1.3, 7
C,21,00, 9,  1.8, 7
C,21,12, 9,  1.5, 7
C,22,00,10,  1.2, 6
C,22,12,10,  1.1, 7
C,23,00,10,  1.0, 5
C,23,12,11,  1.2, 4
C,24,00, 4,  0.8, 5
C,24,12, 6,  1.7,12
C,25,00,11,  1.3, 9
C,25,12,10,  1.5, 7
C,26,00,10,  1.0, 7
C,26,12, 5,  1.3,13
C,27,00, 5,  1.1,13
C,27,12, 5,  0.9,11
C,28,00,11,  0.5, 8
C,28,12, 9,  1.0, 8
D, 1,00, 8,  2.0, 1
D, 1,12,10,  2.7,11
D, 2,00, 9,  2.0, 1
D, 2,12, 9,  2.0, 1
D, 3,00, 9,  1.2, 2
D, 3,12, 5,  1.3, 6
D, 4,00, 8,  2.5,10
D, 4,12,10,  3.3,11
D, 5,00, 9,  1.6, 1
D, 5,12, 9,  1.3, 5
D, 6,00, 7,  1.4, 9
D, 6,12, 8,  1.9, 8
D, 7,00, 9,  1.9, 7
D, 7,12, 9,  2.3, 7
D, 8,00, 5,  2.1, 1
D, 8,12, 5,  1.6,16
D, 9,00, 9,  1.0, 2
D, 9,12, 9,  1.2, 3
D,10,00, 7,  1.6, 3
D,10,12, 7,  1.1, 1
D,11,00, 7,  0.9, 3
D,11,12, 9,  1.1, 5
D,12,00, 5,  2.3, 2
D,12,12, 5,  1.9, 2
D,13,00, 4,  1.4, 2
D,13,12, 5,  1.5,16
D,14,00, 5,  1.4, 1
D,14,12, 8,  1.3, 1
D,15,00, 4,  1.1,16
D,15,12,11,  1.1, 4
D,16,00,11,  1.4, 5
D,16,12,12,  1.6, 5
D,17,00, 5,  1.4, 3
D,17,12, 5,  1.7,13
D,18,00, 4,  1.1,12
D,18,12, 4,  1.3,14
D,19,00, 7,  0.7, 5
D,19,12, 6,  1.7, 9
D,20,00, 9,  2.0, 8
D,20,12, 9,  2.0, 8
D,21,00, 9,  1.3, 7
D,21,12, 5,  1.4, 3
D,22,00,10,  1.2, 4
D,22,12,10,  1.2, 4
D,23,00,10,  1.5, 4
D,23,12, 7,  1.9, 3
D,24,00, 7,  0.9, 4
D,24,12,11,  1.6, 6
D,25,00,11,  1.4, 6
D,25,12, 8,  1.7, 7
D,26,00, 7,  1.6, 4
D,26,12, 9,  1.5, 7
D,27,00,12,  1.1, 7
D,27,12,11,  1.0, 8
D,28,00,10,  1.3, 8
D,28,12, 9,  2.8, 8
E, 1,00,10,  3.0, 5
E, 1,12, 9,  2.3, 5
E, 2,00, 9,  1.2, 5
E, 2,12, 9,  1.5, 3
E, 3,00,12,  1.1, 3
E, 3,12, 7,  1.8,10
E, 4,00, 9,  4.0,10
E, 4,12, 9,  2.2, 9
E, 5,00, 8,  2.0, 4
E, 5,12, 7,  1.7, 5
E, 6,00, 8,  2.6, 7
E, 6,12, 9,  2.1, 5
E, 7,00, 9,  1.7, 5
E, 7,12, 7,  2.5, 9
E, 8,00, 7,  2.0, 3
E, 8,12, 8,  1.6, 3
E, 9,00, 7,  1.8, 4
E, 9,12, 8,  2.2, 5
E,10,00, 9,  2.2, 4
E,10,12, 8,  1.5, 4
E,11,00, 8,  1.5, 3
E,11,12, 8,  1.6, 5
E,12,00, 8,  2.2, 3
E,12,12, 9,  1.9, 4
E,13,00, 7,  1.7, 4
E,13,12, 7,  1.5, 4
E,14,00, 8,  2.3, 4
E,14,12, 8,  1.7, 4
E,15,00, 8,  1.5, 4
E,15,12,11,  1.4, 6
E,16,00,11,  1.6, 5
E,16,12,11,  1.8, 4
E,17,00,11,  1.3, 5
E,17,12,11,  1.2, 5
E,18,00,11,  0.9, 5
E,18,12,11,  0.9, 5
E,19,00,11,  1.1, 7
E,19,12, 7,  2.2, 9
E,20,00, 9,  2.5, 9
E,20,12, 9,  2.3, 8
E,21,00, 7,  1.5, 5
E,21,12, 7,  1.0, 4
E,22,00, 7,  1.2, 4
E,22,12, 9,  1.4, 5
E,23,00, 8,  3.1, 3
E,23,12, 9,  2.8, 4
E,24,00, 9,  1.7, 4
E,24,12, 9,  1.5, 5
E,25,00, 7,  2.1, 7
E,25,12,11,  1.8, 6
E,26,00, 7,  2.6, 4
E,26,12, 8,  1.9, 5
E,27,00, 7,  1.9, 5
E,27,12, 7,  1.8, 7
E,28,00, 9,  2.9, 8
E,28,12, 9,  3.1, 7
F, 1,00,10,  2.3, 8
F, 1,12, 9,  1.7, 8
F, 2,00, 9,  1.0,11
F, 2,12, 7,  1.2,12
F, 3,00, 6,  0.6,10
F, 3,12, 7,  1.3,10
F, 4,00, 9,  2.9,10
F, 4,12, 9,  1.9,10
F, 5,00, 8,  1.5, 5
F, 5,12, 8,  1.5, 6
F, 6,00, 8,  2.0, 6
F, 6,12, 9,  1.4, 6
F, 7,00, 9,  1.3, 6
F, 7,12, 7,  1.9, 9
F, 8,00, 5,  1.6, 3
F, 8,12, 5,  1.5, 4
F, 9,00, 8,  1.7, 5
F, 9,12, 9,  1.7, 6
F,10,00, 5,  1.6, 4
F,10,12, 9,  1.1, 5
F,11,00, 5,  1.3, 4
F,11,12, 7,  1.1, 6
F,12,00, 5,  1.9, 3
F,12,12, 8,  1.4, 5
F,13,00, 4,  1.2, 5
F,13,12, 7,  1.1, 5
F,14,00, 5,  1.8, 4
F,14,12, 9,  1.4, 5
F,15,00,11,  1.4, 5
F,15,12, 7,  1.5, 7
F,16,00,11,  1.2, 7
F,16,12, 5,  1.7, 5
F,17,00,11,  1.2, 5
F,17,12,11,  1.2, 5
F,18,00,11,  0.9, 5
F,18,12,11,  0.9, 5
F,19,00,11,  0.7, 5
F,19,12, 6,  1.5, 9
F,20,00, 9,  1.9, 9
F,20,12, 9,  1.7,10
F,21,00, 9,  1.2, 5
F,21,12, 4,  0.9, 4
F,22,00, 4,  1.1, 4
F,22,12, 6,  1.2, 5
F,23,00, 5,  1.9, 4
F,23,12, 5,  2.0, 4
F,24,00, 9,  1.2, 5
F,24,12,11,  1.2, 6
F,25,00, 7,  1.7, 7
F,25,12,11,  1.6, 7
F,26,00,11,  1.8, 5
F,26,12, 8,  1.5, 5
F,27,00, 8,  1.8, 5
F,27,12, 8,  1.9, 7
F,28,00, 9,  2.1, 7
F,28,12, 9,  2.6, 7
G, 1,00,10,  3.2,11
G, 1,12, 7,  2.9,13
G, 2,00, 6,  1.9,13
G, 2,12, 7,  2.2,13
G, 3,00, 6,  1.2,12
G, 3,12, 7,  2.3,11
G, 4,00, 9,  4.2,11
G, 4,12, 9,  2.8,12
G, 5,00, 6,  1.8, 5
G, 5,12, 9,  1.3, 5
G, 6,00, 8,  1.4, 5
G, 6,12, 9,  1.1, 5
G, 7,00, 7,  1.4, 9
G, 7,12, 7,  2.1,11
G, 8,00, 7,  1.7,13
G, 8,12, 6,  1.7, 4
G, 9,00, 6,  1.7, 4
G, 9,12, 5,  1.9,14
G,10,00, 6,  1.7, 4
G,10,12, 9,  1.4, 4
G,11,00, 6,  1.5, 4
G,11,12, 7,  1.1, 5
G,12,00, 7,  2.1,13
G,12,12, 7,  2.2,13
G,13,00, 5,  1.3,16
G,13,12, 6,  2.0,13
G,14,00, 6,  1.6, 3
G,14,12, 9,  1.5, 5
G,15,00, 6,  1.6, 5
G,15,12, 7,  1.3, 6
G,16,00, 5,  1.4,13
G,16,12, 7,  2.3,13
G,17,00, 6,  1.6,13
G,17,12, 7,  1.8,13
G,18,00, 6,  0.9, 5
G,18,12, 6,  0.9, 7
G,19,00,11,  0.6, 6
G,19,12, 7,  2.2, 9
G,20,00, 9,  2.8,11
G,20,12, 9,  2.6,12
G,21,00, 7,  1.6,12
G,21,12, 6,  1.0, 3
G,22,00, 6,  1.4, 4
G,22,12, 6,  0.9, 5
G,23,00, 6,  2.0, 4
G,23,12, 9,  2.0, 4
G,24,00, 9,  1.5, 5
G,24,12, 7,  1.4, 7
G,25,00, 8,  1.7, 8
G,25,12, 5,  1.8, 9
G,26,00, 6,  1.7, 5
G,26,12, 8,  1.5, 5
G,27,00, 6,  2.2, 5
G,27,12, 8,  2.1, 7
G,28,00, 9,  1.9, 8
G,28,12, 8,  2.7, 8
H, 1,00,10,  2.8,13
H, 1,12, 9,  2.0,12
H, 2,00, 5,  1.2,13
H, 2,12, 7,  1.2,13
H, 3,00, 6,  0.6,11
H, 3,12, 7,  2.3,11
H, 4,00, 9,  3.0,11
H, 4,12, 9,  2.1,12
H, 5,00, 5,  1.2,13
H, 5,12, 7,  1.1, 5
H, 6,00, 8,  1.3, 5
H, 6,12, 9,  1.2, 5
H, 7,00, 8,  1.2, 7
H, 7,12, 7,  1.7,10
H, 8,00, 6,  1.8,15
H, 8,12, 5,  1.4,16
H, 9,00, 7,  1.2, 5
H, 9,12, 5,  1.9, 1
H,10,00, 5,  1.6, 1
H,10,12, 5,  1.3, 2
H,11,00, 9,  1.2, 5
H,11,12, 4,  1.2, 5
H,12,00, 6,  2.0,15
H,12,12, 5,  1.7,15
H,13,00, 4,  1.1, 1
H,13,12, 5,  1.2,15
H,14,00, 5,  1.2,16
H,14,12, 5,  1.6, 1
H,15,00, 7,  1.3, 5
H,15,12,11,  1.2, 6
H,16,00,11,  1.2, 6
H,16,12, 5,  1.7,15
H,17,00, 5,  1.3, 1
H,17,12, 5,  1.5,15
H,18,00, 4,  1.0, 3
H,18,12,11,  0.9, 5
H,19,00,11,  0.9, 6
H,19,12, 7,  2.3, 9
H,20,00, 9,  2.4,10
H,20,12, 9,  2.1,12
H,21,00, 6,  1.6,14
H,21,12, 5,  1.4,15
H,22,00, 6,  1.0, 4
H,22,12, 6,  0.8, 6
H,23,00, 5,  1.7,16
H,23,12, 6,  2.1, 1
H,24,00, 8,  1.9, 6
H,24,12, 7,  1.4, 6
H,25,00, 9,  1.6, 7
H,25,12, 5,  1.8, 7
H,26,00,11,  1.5, 5
H,26,12, 5,  1.9, 5
H,27,00, 7,  1.9, 6
H,27,12, 8,  2.3, 6
H,28,00, 9,  1.8, 7
H,28,12, 9,  2.4, 9
I, 1,00, 9,  1.9,12
I, 1,12, 9,  1.2,10
I, 2,00, 7,  0.5,10
I, 2,12, 6,  0.6,10
I, 3,00, 5,  0.5, 9
I, 3,12, 7,  2.5,10
I, 4,00, 9,  2.4,10
I, 4,12, 9,  1.6,11
I, 5,00, 4,  0.8, 2
I, 5,12, 2,  0.3, 7
I, 6,00, 4,  0.8, 5
I, 6,12, 7,  0.8, 8
I, 7,00, 7,  0.9, 8
I, 7,12, 7,  1.4,10
I, 8,00, 5,  1.5, 1
I, 8,12, 5,  1.1, 2
I, 9,00, 4,  0.7, 3
I, 9,12, 5,  1.4, 1
I,10,00, 5,  1.5, 2
I,10,12, 4,  0.8, 3
I,11,00, 4,  0.6, 4
I,11,12, 4,  0.9, 3
I,12,00, 5,  1.3, 1
I,12,12, 4,  0.9, 1
I,13,00, 4,  0.8, 2
I,13,12, 4,  0.6, 4
I,14,00, 5,  1.4, 1
I,14,12, 5,  1.0, 1
I,15,00,11,  0.6, 5
I,15,12,11,  0.6, 6
I,16,00,11,  0.7, 6
I,16,12, 4,  1.1, 3
I,17,00, 4,  0.7, 6
I,17,12, 4,  0.8, 3
I,18,00, 2,  0.3, 6
I,18,12, 2,  0.3, 7
I,19,00, 5,  1.5, 8
I,19,12, 8,  2.7, 9
I,20,00, 9,  1.8, 9
I,20,12, 9,  1.5,11
I,21,00, 5,  1.2, 1
I,21,12, 5,  1.1, 1
I,22,00, 4,  0.9, 2
I,22,12,11,  0.7, 6
I,23,00, 6,  2.0, 2
I,23,12, 5,  1.7, 2
I,24,00,11,  0.7, 5
I,24,12,10,  0.6, 6
I,25,00, 9,  1.1, 7
I,25,12, 9,  1.2, 7
I,26,00,11,  1.4, 6
I,26,12,11,  1.4, 6
I,27,00,12,  1.4, 7
I,27,12,11,  1.2, 8
I,28,00,12,  1.6, 8
I,28,12, 9,  2.0, 8
J, 1,00, 9,  1.1, 9
J, 1,12, 8,  1.0, 9
J, 2,00,10,  0.3, 6
J, 2,12, 9,  0.6, 6
J, 3,00, 5,  0.5, 9
J, 3,12, 7,  2.7,10
J, 4,00, 9,  1.8,10
J, 4,12, 8,  0.9, 9
J, 5,00, 7,  0.5, 7
J, 5,12, 6,  0.8, 6
J, 6,00, 7,  1.7, 6
J, 6,12, 7,  1.1, 6
J, 7,00, 7,  1.2, 6
J, 7,12, 7,  1.2, 7
J, 8,00, 9,  0.7, 6
J, 8,12, 6,  0.6, 5
J, 9,00, 6,  0.9, 6
J, 9,12, 9,  1.1, 5
J,10,00, 9,  0.9, 5
J,10,12,10,  0.7, 5
J,11,00, 9,  1.0, 5
J,11,12, 9,  1.0, 5
J,12,00, 9,  0.8, 5
J,12,12, 8,  0.5, 5
J,13,00,10,  0.5, 6
J,13,12,10,  0.5, 5
J,14,00, 4,  0.7, 5
J,14,12,11,  0.9, 5
J,15,00, 5,  0.8, 6
J,15,12,11,  1.1, 5
J,16,00,11,  0.9, 5
J,16,12,11,  1.1, 5
J,17,00,12,  0.6, 6
J,17,12,11,  0.6, 5
J,18,00,11,  0.5, 5
J,18,12,13,  0.6, 5
J,19,00, 5,  1.3, 7
J,19,12, 8,  2.4, 9
J,20,00, 9,  1.5, 9
J,20,12, 8,  1.1, 9
J,21,00,11,  0.5, 5
J,21,12, 4,  0.7, 3
J,22,00, 6,  0.8, 6
J,22,12, 5,  0.9, 6
J,23,00,11,  1.2, 5
J,23,12,10,  1.2, 5
J,24,00,11,  0.9, 5
J,24,12,10,  1.0, 5
J,25,00,11,  1.2, 6
J,25,12, 9,  1.4, 6
J,26,00,11,  1.4, 6
J,26,12,11,  1.4, 7
J,27,00,11,  1.4, 6
J,27,12,10,  1.6, 7
J,28,00, 9,  2.3, 7
J,28,12, 9,  2.0, 8
K, 1,00, 5,  1.5,13
K, 1,12, 5,  1.4,16
K, 2,00, 4,  0.4, 1
K, 2,12, 2,  0.4, 7
K, 3,00, 4,  0.7, 9
K, 3,12, 7,  2.5, 9
K, 4,00, 9,  2.0,13
K, 4,12, 5,  1.2,16
K, 5,00, 4,  0.5, 1
K, 5,12, 6,  1.2, 6
K, 6,00, 7,  1.3, 6
K, 6,12, 7,  0.7, 7
K, 7,00, 7,  0.9, 8
K, 7,12, 5,  1.7, 1
K, 8,00, 5,  1.4, 1
K, 8,12, 5,  0.9, 1
K, 9,00, 4,  0.7, 1
K, 9,12, 6,  1.7,16
K,10,00, 4,  0.9, 1
K,10,12, 7,  0.4, 6
K,11,00, 6,  0.6, 7
K,11,12, 5,  1.4,16
K,12,00, 5,  1.0, 1
K,12,12, 4,  0.7, 1
K,13,00, 4,  0.7, 2
K,13,12, 5,  0.7, 1
K,14,00, 5,  1.1, 1
K,14,12, 4,  0.8, 1
K,15,00,10,  0.6, 6
K,15,12,11,  0.6, 6
K,16,00, 5,  1.0,16
K,16,12, 5,  1.6,16
K,17,00, 5,  0.9, 1
K,17,12, 5,  0.9, 1
K,18,00, 2,  0.3, 5
K,18,12, 4,  0.6, 7
K,19,00, 6,  1.8, 8
K,19,12, 8,  2.0, 9
K,20,00, 9,  1.4, 9
K,20,12, 5,  1.6,16
K,21,00, 5,  0.9, 1
K,21,12, 4,  0.8, 1
K,22,00, 7,  0.5, 8
K,22,12, 5,  1.2, 3
K,23,00, 5,  1.5, 2
K,23,12, 5,  1.2, 3
K,24,00, 7,  0.5, 6
K,24,12,11,  0.5, 6
K,25,00,11,  0.6, 6
K,25,12,11,  1.1, 6
K,26,00,12,  1.2, 6
K,26,12,12,  1.2, 7
K,27,00,12,  1.4, 7
K,27,12,12,  1.7, 7
K,28,00, 9,  2.1, 7
K,28,12,11,  1.7, 8
L, 1,00, 6,  2.1,16
L, 1,12, 6,  1.9, 1
L, 2,00,12,  1.0, 3
L, 2,12,11,  0.9, 4
L, 3,00,10,  0.9, 6
L, 3,12, 7,  2.5,10
L, 4,00, 7,  1.9,13
L, 4,12, 7,  1.1, 3
L, 5,00, 7,  1.2, 3
L, 5,12, 5,  1.3, 5
L, 6,00, 5,  1.6, 3
L, 6,12, 9,  1.7, 4
L, 7,00, 9,  1.5, 5
L, 7,12, 9,  1.6, 7
L, 8,00, 7,  1.9, 3
L, 8,12, 7,  1.6, 3
L, 9,00, 7,  1.4, 4
L, 9,12, 5,  1.3, 2
L,10,00, 7,  2.0, 3
L,10,12, 9,  1.4, 4
L,11,00, 9,  1.4, 4
L,11,12, 5,  1.4, 1
L,12,00, 7,  1.7, 3
L,12,12, 7,  1.2, 4
L,13,00, 6,  1.9, 3
L,13,12, 6,  1.2, 3
L,14,00, 7,  1.9, 3
L,14,12, 7,  1.3, 4
L,15,00, 7,  1.1, 5
L,15,12,11,  1.4, 5
L,16,00,10,  1.4, 5
L,16,12, 6,  1.6, 1
L,17,00, 7,  1.3, 2
L,17,12,12,  1.0, 4
L,18,00,12,  0.9, 4
L,18,12,11,  0.9, 5
L,19,00, 6,  2.3, 8
L,19,12, 9,  2.6,10
L,20,00, 8,  1.5,11
L,20,12, 5,  1.2,14
L,21,00, 7,  1.1, 2
L,21,12, 7,  1.3, 3
L,22,00, 6,  1.6, 4
L,22,12, 7,  1.8, 5
L,23,00, 8,  2.1, 3
L,23,12, 7,  2.7, 3
L,24,00, 8,  2.3, 4
L,24,12, 7,  2.5, 4
L,25,00,10,  2.5, 5
L,25,12, 9,  2.0, 5
L,26,00,12,  1.8, 5
L,26,12,12,  1.9, 5
L,27,00,12,  1.8, 6
L,27,12,10,  2.3, 6
L,28,00, 7,  2.7, 8
L,28,12, 9,  1.9, 6
M, 1,00, 9,  2.2, 1
M, 1,12, 9,  1.7, 1
M, 2,00,12,  1.0, 3
M, 2,12,12,  0.9, 4
M, 3,00,11,  0.8, 5
M, 3,12, 6,  1.5, 9
M, 4,00, 7,  1.4,16
M, 4,12, 8,  1.3, 1
M, 5,00, 7,  0.7, 3
M, 5,12, 7,  1.2, 5
M, 6,00, 6,  1.7, 9
M, 6,12, 7,  1.2, 4
M, 7,00, 9,  1.3, 5
M, 7,12, 9,  1.4, 5
M, 8,00, 7,  1.4, 2
M, 8,12, 7,  1.4, 2
M, 9,00, 8,  1.4, 4
M, 9,12, 7,  1.5, 1
M,10,00, 7,  1.4, 1
M,10,12, 9,  1.0, 3
M,11,00, 9,  1.1, 3
M,11,12, 8,  1.4, 1
M,12,00, 7,  1.2, 2
M,12,12, 9,  0.8, 4
M,13,00, 9,  1.1, 4
M,13,12, 7,  1.7, 3
M,14,00,10,  0.9, 4
M,14,12, 7,  1.9, 3
M,15,00, 7,  1.2, 5
M,15,12, 6,  1.8, 8
M,16,00, 7,  1.2, 4
M,16,12, 7,  1.4, 2
M,17,00, 8,  1.1, 1
M,17,12, 7,  1.1, 2
M,18,00,13,  0.9, 4
M,18,12,13,  1.0, 5
M,19,00, 7,  2.5, 9
M,19,12, 7,  1.6, 9
M,20,00, 7,  1.0, 8
M,20,12, 7,  0.9, 5
M,21,00, 6,  1.3, 3
M,21,12, 6,  1.2, 4
M,22,00, 6,  1.4, 6
M,22,12, 7,  1.6,10
M,23,00, 7,  1.4, 1
M,23,12, 7,  1.8, 2
M,24,00, 9,  1.3, 3
M,24,12, 9,  1.3, 4
M,25,00,11,  1.5, 4
M,25,12,10,  2.1, 4
M,26,00,11,  1.9, 5
M,26,12,11,  1.8, 5
M,27,00,11,  1.8, 5
M,27,12,10,  1.8, 6
M,28,00,10,  1.9, 6
M,28,12,10,  1.5, 6
N, 1,00, 8,  1.8, 2
N, 1,12, 8,  1.4, 2
N, 2,00,13,  0.9, 3
N, 2,12,12,  1.0, 4
N, 3,00,12,  1.0, 5
N, 3,12,11,  1.3, 6
N, 4,00, 6,  1.1, 9
N, 4,12, 6,  1.2, 5
N, 5,00, 6,  1.1, 5
N, 5,12, 6,  1.5, 7
N, 6,00, 7,  1.8,11
N, 6,12, 6,  1.0, 6
N, 7,00, 8,  1.0, 5
N, 7,12, 9,  1.4, 5
N, 8,00, 9,  0.9, 5
N, 8,12, 9,  1.3, 4
N, 9,00,10,  1.2, 5
N, 9,12, 8,  1.3, 3
N,10,00, 7,  1.2, 3
N,10,12, 7,  0.9, 4
N,11,00, 9,  1.0, 4
N,11,12, 7,  1.3, 3
N,12,00, 6,  1.3, 4
N,12,12, 6,  1.0, 5
N,13,00, 5,  1.4, 7
N,13,12, 7,  1.7, 4
N,14,00, 8,  1.1, 4
N,14,12,10,  1.3, 5
N,15,00, 9,  1.3, 5
N,15,12, 8,  1.4, 6
N,16,00, 6,  1.2, 6
N,16,12,10,  1.2, 4
N,17,00, 7,  1.1, 3
N,17,12, 6,  1.0, 4
N,18,00,15,  1.2, 5
N,18,12, 6,  1.7, 6
N,19,00, 6,  2.0, 9
N,19,12, 7,  1.4,11
N,20,00, 7,  1.1, 7
N,20,12, 7,  1.0, 7
N,21,00, 6,  1.1, 8
N,21,12, 6,  1.2, 5
N,22,00, 5,  1.5, 8
N,22,12, 7,  1.6,12
N,23,00, 8,  1.1,16
N,23,12, 8,  1.1, 2
N,24,00, 9,  1.1, 4
N,24,12, 9,  1.2, 4
N,25,00,11,  1.4, 5
N,25,12,11,  1.7, 5
N,26,00,11,  2.0, 5
N,26,12,11,  2.0, 5
N,27,00,11,  1.7, 5
N,27,12,11,  1.6, 5
N,28,00,11,  1.6, 6
N,28,12,10,  1.5, 5
O, 1,00, 9,  3.4, 1
O, 1,12,11,  2.8, 1
O, 2,00,10,  1.7, 2
O, 2,12, 9,  1.5, 5
O, 3,00, 6,  1.5, 7
O, 3,12, 7,  1.5, 8
O, 4,00, 7,  1.2, 7
O, 4,12, 9,  2.1, 1
O, 5,00, 9,  1.8, 3
O, 5,12, 9,  1.8, 6
O, 6,00, 6,  1.6, 2
O, 6,12, 8,  1.1, 5
O, 7,00, 9,  0.9, 5
O, 7,12, 9,  1.1, 6
O, 8,00, 8,  2.0, 1
O, 8,12,10,  2.9, 1
O, 9,00,10,  2.3, 1
O, 9,12, 9,  2.5, 1
O,10,00, 9,  2.6, 1
O,10,12, 9,  2.0, 2
O,11,00, 7,  2.2, 1
O,11,12, 8,  2.4, 2
O,12,00, 8,  2.2, 3
O,12,12, 7,  1.6, 4
O,13,00, 7,  1.3, 6
O,13,12, 7,  1.8, 2
O,14,00, 9,  1.3, 4
O,14,12, 7,  1.5, 3
O,15,00, 8,  1.3, 4
O,15,12, 8,  1.4, 6
O,16,00, 7,  1.3, 4
O,16,12, 8,  2.0, 2
O,17,00, 9,  2.5, 2
O,17,12, 8,  2.5, 2
O,18,00, 7,  2.2, 5
O,18,12, 7,  1.6, 6
