ínì_,ì˙,éû,é¸ä˙(s),îgçÇ(m),îgå¸(16ï˚à )
N, 3,12, 9,  2.0, 5
N, 4,00, 9,  2.0, 5
N, 4,12, 9,  1.8, 5
N, 5,00, 9,  1.8, 5
N, 5,12, 8,  1.7, 5
N, 6,00,11,  2.1, 6
N, 6,12,11,  2.5, 5
N, 7,00,11,  3.4, 6
N, 7,12,13,  5.1, 7
N, 8,00,15,  6.1, 7
N, 8,12,15,  6.8, 8
N, 9,00,12,  6.9, 9
N, 9,12,11,  5.9, 8
N,10,00,11,  5.4, 9
N,10,12,11,  4.7,10
N,11,00,10,  4.1,10
N,11,12,10,  3.3, 8
N,12,00,10,  3.0, 6
N,12,12,13,  3.0, 6
N,13,00,13,  2.1, 5
N,13,12,12,  2.3, 4
N,14,00,12,  2.2, 3
N,14,12,12,  2.7, 2
N,15,00,12,  2.0, 3
N,15,12, 9,  1.5, 9
N,16,00, 9,  1.6,10
N,16,12, 9,  1.6,10
N,17,00, 9,  1.4,10
N,17,12, 9,  1.6,10
N,18,00, 9,  1.5,10
N,18,12, 9,  1.3,10
N,19,00, 8,  1.4,10
N,19,12, 8,  1.1, 9
N,20,00, 6,  1.6, 8
N,20,12, 6,  1.4, 8
N,21,00, 6,  1.3, 7
N,21,12, 8,  1.1, 7
N,22,00, 7,  1.2, 6
N,22,12, 8,  1.5, 6
N,23,00, 7,  1.8, 7
N,23,12, 9,  2.4, 7
N,24,00,11,  3.4, 8
N,24,12,11,  2.7, 9
N,25,00,10,  2.7, 9
N,25,12,10,  2.2, 9
N,26,00, 9,  1.6, 8
N,26,12, 9,  1.3, 7
N,27,00, 8,  1.4, 6
N,27,12, 8,  1.4, 6
N,28,00, 8,  1.5, 6
N,28,12, 9,  1.4, 7
N,29,00, 9,  1.4, 7
N,29,12, 9,  1.3, 7
N,30,00, 9,  1.4, 8
N,30,12, 8,  1.2, 8
N,31,00, 8,  1.4, 8
N,31,12, 8,  1.2, 7
O, 1,00, 8,  1.2, 5
O, 1,12, 9,  1.5, 5
O, 2,00, 9,  1.6, 6
O, 2,12, 9,  1.8, 5
O, 3,00,10,  1.4, 6
O, 3,12,10,  1.5, 6
O, 4,00, 9,  1.5, 6
O, 4,12, 9,  1.4, 6
O, 5,00, 9,  1.4, 6
O, 5,12,10,  1.5, 5
O, 6,00, 9,  2.2, 5
O, 6,12,11,  2.4, 5
O, 7,00,11,  3.2, 5
O, 7,12,13,  4.9, 5
O, 8,00,16,  7.9, 5
O, 8,12,15,  6.9, 4
O, 9,00,11,  6.8,11
O, 9,12,11,  5.9, 9
O,10,00,11,  5.7, 9
O,10,12,10,  4.9, 9
O,11,00,10,  3.4, 9
O,11,12, 9,  2.8, 8
O,12,00,13,  2.7, 6
O,12,12,13,  2.2, 5
O,13,00,13,  1.6, 5
O,13,12,13,  1.5, 5
O,14,00,12,  1.2, 9
O,14,12, 9,  1.5,12
O,15,00, 8,  1.5, 9
O,15,12, 8,  1.9,10
O,16,00, 9,  1.9,10
O,16,12, 9,  1.6,10
O,17,00, 9,  1.6,10
O,17,12, 9,  1.5,10
O,18,00, 8,  1.4,10
O,18,12, 9,  1.2,10
O,19,00, 9,  1.0, 9
O,19,12, 9,  0.9, 9
O,20,00, 9,  0.8, 8
O,20,12, 6,  1.1, 9
O,21,00, 6,  1.2, 8
O,21,12, 8,  1.0, 7
O,22,00, 8,  0.9, 6
O,22,12, 8,  1.3, 5
O,23,00, 7,  1.7, 5
O,23,12, 9,  2.5, 6
O,24,00,11,  4.8, 7
O,24,12,11,  4.0, 8
O,25,00, 9,  3.6, 8
O,25,12, 9,  2.3, 8
O,26,00, 9,  1.8, 8
O,26,12, 9,  1.3, 7
O,27,00, 8,  1.3, 6
O,27,12, 8,  1.3, 6
O,28,00, 8,  1.6, 6
O,28,12, 9,  1.8, 7
O,29,00, 9,  1.5, 7
O,29,12, 9,  1.2, 7
O,30,00, 9,  1.2, 7
O,30,12, 9,  1.4, 7
O,31,00, 9,  1.3, 7
O,31,12, 8,  1.3, 6
P, 1,00, 5,  0.5, 5
P, 1,12, 5,  0.7, 4
P, 2,00, 6,  1.4, 3
P, 2,12, 7,  1.4, 3
P, 3,00, 7,  0.9, 5
P, 3,12,11,  0.9, 6
P, 4,00, 6,  1.1, 5
P, 4,12, 6,  0.9, 5
P, 5,00, 6,  0.8, 4
P, 5,12, 5,  0.9, 3
P, 6,00,11,  1.0, 4
P, 6,12,11,  1.0, 4
P, 7,00,11,  1.4, 5
P, 7,12,13,  2.3, 6
P, 8,00,15,  3.5, 8
P, 8,12,16,  3.8, 9
P, 9,00,13,  4.8,10
P, 9,12,11,  3.9,10
P,10,00,11,  3.9,11
P,10,12,11,  3.7,11
P,11,00,10,  3.2,11
P,11,12,10,  2.3,11
P,12,00, 9,  1.9,11
P,12,12, 9,  2.0,11
P,13,00, 9,  1.3,13
P,13,12, 6,  1.6,16
P,14,00, 7,  2.2, 1
P,14,12, 7,  2.8,16
P,15,00, 9,  2.1,16
P,15,12, 9,  1.7,15
P,16,00, 9,  1.2,11
P,16,12, 9,  1.3,11
P,17,00, 9,  1.0,10
P,17,12, 9,  1.3,10
P,18,00, 9,  1.1,10
P,18,12, 8,  0.9,10
P,19,00, 8,  0.8,10
P,19,12, 8,  0.8,11
P,20,00, 6,  1.0, 9
P,20,12, 6,  1.0, 9
P,21,00, 7,  0.9,10
P,21,12, 6,  0.5,10
P,22,00, 8,  0.4,10
P,22,12, 4,  0.6, 8
P,23,00, 4,  0.7, 8
P,23,12, 9,  1.0, 8
P,24,00,12,  2.0, 9
P,24,12,11,  1.9, 9
P,25,00,11,  1.9, 9
P,25,12,10,  1.7, 9
P,26,00, 9,  1.1,10
P,26,12, 9,  0.7,10
P,27,00, 8,  0.6,10
P,27,12, 7,  0.5, 9
P,28,00, 4,  0.6, 9
P,28,12, 7,  0.6, 9
P,29,00, 9,  0.6, 9
P,29,12, 9,  0.5, 9
P,30,00, 9,  0.7, 9
P,30,12, 9,  0.8, 9
P,31,00, 9,  0.8, 9
P,31,12, 9,  0.7, 9
Q, 1,00,10,  0.7, 6
Q, 1,12, 9,  0.6, 6
Q, 2,00, 9,  0.9, 5
Q, 2,12, 9,  1.2, 5
Q, 3,00, 9,  1.3, 6
Q, 3,12, 8,  1.2, 6
Q, 4,00, 9,  1.1, 6
Q, 4,12, 9,  1.0, 6
Q, 5,00, 9,  0.9, 5
Q, 5,12,12,  1.1, 4
Q, 6,00,12,  2.1, 1
Q, 6,12,10,  1.4, 6
Q, 7,00, 9,  1.3, 6
Q, 7,12, 9,  1.6, 6
Q, 8,00,10,  2.1, 7
Q, 8,12,11,  2.1, 7
Q, 9,00,11,  1.7, 7
Q, 9,12,11,  2.5, 7
Q,10,00,12,  2.8, 9
Q,10,12,12,  2.8, 9
Q,11,00,11,  2.7, 9
Q,11,12,11,  2.2, 9
Q,12,00,10,  2.0, 8
Q,12,12,11,  2.3, 6
Q,13,00,10,  2.1, 6
Q,13,12,11,  2.1, 5
Q,14,00,12,  2.5, 5
Q,14,12,12,  3.6, 3
Q,15,00, 9,  3.5,14
Q,15,12, 8,  2.7,13
Q,16,00, 7,  1.5,12
Q,16,12, 7,  1.1,13
Q,17,00, 7,  0.9,12
Q,17,12, 9,  0.8,10
Q,18,00, 9,  0.7, 9
Q,18,12, 9,  0.6, 9
Q,19,00, 9,  0.6, 9
Q,19,12, 8,  1.0, 8
Q,20,00, 6,  1.4, 9
Q,20,12, 7,  1.0, 9
Q,21,00, 6,  0.9, 9
Q,21,12, 6,  0.6, 9
Q,22,00, 6,  0.7,10
Q,22,12, 6,  0.8,10
Q,23,00, 6,  0.8,11
Q,23,12, 6,  0.8,11
Q,24,00, 8,  0.8, 9
Q,24,12,12,  1.1, 9
Q,25,00,11,  1.0, 9
Q,25,12,11,  1.1, 9
Q,26,00,10,  1.1, 9
Q,26,12, 9,  0.9,10
Q,27,00, 9,  1.2,10
Q,27,12, 7,  1.2,11
Q,28,00, 6,  1.2,11
Q,28,12, 7,  1.2,12
Q,29,00, 7,  1.2,12
Q,29,12, 7,  0.9,11
Q,30,00, 6,  0.9,10
Q,30,12, 9,  0.8,10
Q,31,00, 9,  0.7, 8
Q,31,12, 9,  0.6, 8
R, 1,00, 6,  0.5,11
R, 1,12, 6,  0.3,11
R, 2,00, 2,  0.3,10
R, 2,12, 6,  0.4,10
R, 3,00, 4,  0.7, 8
R, 3,12, 7,  0.7, 9
R, 4,00, 7,  0.8, 9
R, 4,12,11,  0.6,10
R, 5,00,10,  0.4,10
R, 5,12, 5,  0.9, 1
R, 6,00, 6,  1.5, 1
R, 6,12, 6,  1.5,12
R, 7,00,11,  0.7, 9
R, 7,12,11,  0.7, 9
R, 8,00,11,  1.1, 8
R, 8,12,13,  1.1, 9
R, 9,00,10,  0.6, 9
R, 9,12,15,  1.7, 9
R,10,00,12,  2.6, 9
R,10,12,12,  2.8,10
R,11,00,12,  2.8,10
R,11,12,11,  2.5,10
R,12,00,10,  1.8,10
R,12,12,10,  1.6,11
R,13,00, 9,  1.3,11
R,13,12, 5,  1.3,14
R,14,00, 6,  1.3, 2
R,14,12, 6,  2.3, 1
R,15,00, 7,  2.1,16
R,15,12, 7,  2.2,13
R,16,00, 7,  1.7,12
R,16,12, 7,  1.4,12
R,17,00, 7,  0.9,11
R,17,12, 9,  0.8,10
R,18,00, 9,  0.8,10
R,18,12, 9,  0.7,10
R,19,00, 9,  0.7,10
R,19,12, 9,  0.9,10
R,20,00, 5,  1.1, 9
R,20,12, 7,  1.4, 9
R,21,00, 6,  1.3,10
R,21,12, 7,  1.1,10
R,22,00, 6,  1.3,10
R,22,12, 7,  1.4,11
R,23,00, 6,  1.0,11
R,23,12, 5,  0.8,11
R,24,00, 7,  0.7,10
R,24,12,12,  0.9, 9
R,25,00,11,  1.3, 9
R,25,12,11,  1.3, 9
R,26,00,10,  1.5, 9
R,26,12, 9,  1.4,10
R,27,00, 7,  1.8,11
R,27,12, 7,  2.1,11
R,28,00, 8,  2.4,11
R,28,12, 7,  1.8,11
R,29,00, 7,  1.8,11
R,29,12, 7,  1.0,11
R,30,00, 6,  0.8,10
R,30,12, 9,  0.8,10
R,31,00, 9,  0.6,10
R,31,12, 9,  0.5, 9
S, 1,00, 6,  0.4,12
S, 1,12, 6,  0.3,12
S, 2,00, 2,  0.3,12
S, 2,12, 2,  0.3,12
S, 3,00, 4,  0.6, 7
S, 3,12, 4,  0.7, 3
S, 4,00, 2,  0.5, 3
S, 4,12, 4,  0.6, 3
S, 5,00, 4,  0.5, 2
S, 5,12, 6,  1.2, 2
S, 6,00, 6,  1.9, 3
S, 6,12, 6,  2.5, 9
S, 7,00, 6,  0.6,11
S, 7,12, 2,  0.3,11
S, 8,00, 2,  0.4, 7
S, 8,12, 2,  0.3, 1
S, 9,00, 0,  0.0,17
S, 9,12, 4,  0.6, 5
S,10,00, 9,  1.0, 2
S,10,12,13,  1.3, 4
S,11,00,12,  1.4,11
S,11,12,11,  1.2,11
S,12,00,10,  1.2,11
S,12,12, 9,  1.1,11
S,13,00, 8,  1.0,13
S,13,12, 6,  1.5, 2
S,14,00, 7,  1.8, 3
S,14,12, 7,  2.6, 2
S,15,00, 9,  3.6, 2
S,15,12, 8,  2.9, 1
S,16,00, 7,  2.2,13
S,16,12, 6,  1.7,13
S,17,00, 9,  1.3,15
S,17,12, 6,  1.1,12
S,18,00, 6,  0.7,12
S,18,12,11,  1.1, 2
S,19,00,10,  1.1, 2
S,19,12, 9,  1.1, 2
S,20,00, 9,  1.2, 2
S,20,12, 8,  0.9, 2
S,21,00, 6,  1.2,11
S,21,12, 5,  0.9,12
S,22,00, 7,  1.3,11
S,22,12, 7,  2.0,11
S,23,00, 6,  0.9,12
S,23,12, 4,  0.8,12
S,24,00, 4,  0.6,15
S,24,12, 9,  0.7, 2
S,25,00, 8,  0.8, 2
S,25,12, 9,  1.2, 2
S,26,00, 9,  1.0, 2
S,26,12, 9,  0.7, 2
S,27,00, 5,  1.8,10
S,27,12, 8,  1.7,11
S,28,00, 8,  1.3,11
S,28,12, 8,  1.4,11
S,29,00, 8,  1.0,12
S,29,12, 7,  0.7,11
S,30,00, 4,  0.6,13
S,30,12, 5,  0.9,12
S,31,00, 5,  0.6,13
S,31,12, 2,  0.4,14
T, 1,00, 6,  0.8,13
T, 1,12, 5,  0.5,13
T, 2,00, 5,  0.4,13
T, 2,12, 2,  0.3,13
T, 3,00, 2,  0.4,15
T, 3,12, 4,  0.6, 4
T, 4,00, 2,  0.5, 4
T, 4,12, 4,  0.4, 4
T, 5,00, 4,  0.7, 4
T, 5,12, 5,  1.0, 4
T, 6,00, 4,  0.7, 5
T, 6,12, 5,  0.9, 5
T, 7,00, 7,  0.5,11
T, 7,12, 6,  0.5,12
T, 8,00, 5,  0.5,12
T, 8,12, 5,  0.6,14
T, 9,00, 2,  0.2,15
T, 9,12, 9,  0.8, 1
T,10,00, 9,  0.9, 1
T,10,12, 5,  1.1, 3
T,11,00, 8,  1.2, 3
T,11,12, 6,  1.0, 3
T,12,00,11,  0.7,14
T,12,12,10,  0.8,11
T,13,00, 9,  0.7,10
T,13,12, 5,  1.5, 4
T,14,00, 6,  1.3, 4
T,14,12, 7,  2.1, 4
T,15,00, 7,  2.8, 4
T,15,12, 8,  2.1, 4
T,16,00, 8,  3.2,13
T,16,12, 7,  2.7,13
T,17,00, 7,  2.2,13
T,17,12, 6,  1.6,14
T,18,00, 7,  1.5,14
T,18,12,10,  1.2, 1
T,19,00,10,  0.9, 1
T,19,12, 9,  0.8, 1
T,20,00, 8,  0.7, 1
T,20,12, 7,  0.7, 1
T,21,00, 7,  0.5, 1
T,21,12, 6,  0.9,13
T,22,00, 6,  0.9,13
T,22,12, 7,  1.8,12
T,23,00, 7,  1.2,12
T,23,12, 5,  0.9,13
T,24,00, 5,  0.9,13
T,24,12, 5,  1.1,13
T,25,00, 9,  1.0, 1
T,25,12, 9,  0.9, 1
T,26,00, 9,  0.8, 1
T,26,12, 8,  0.5, 2
T,27,00, 8,  0.5, 3
T,27,12, 8,  2.6,12
T,28,00, 7,  1.0,13
T,28,12, 7,  1.0,13
T,29,00, 7,  0.8,13
T,29,12, 6,  1.0,12
T,30,00, 6,  1.0,13
T,30,12, 5,  1.0,13
T,31,00, 6,  1.1,12
T,31,12, 6,  1.0,14
U, 1,00, 6,  0.2,14
U, 1,12, 2,  0.2,14
U, 2,00, 2,  0.2,14
U, 2,12, 2,  0.3,15
U, 3,00, 2,  0.4,15
U, 3,12, 2,  0.2,16
U, 4,00, 2,  0.4, 1
U, 4,12, 4,  0.4, 2
U, 5,00, 2,  0.4, 2
U, 5,12, 4,  0.4, 2
U, 6,00, 4,  0.5, 7
U, 6,12, 4,  0.5, 7
U, 7,00, 4,  0.3, 8
U, 7,12, 2,  0.3,16
U, 8,00, 2,  0.3,13
U, 8,12, 2,  0.3,14
U, 9,00, 7,  0.3,15
U, 9,12, 7,  0.9,16
U,10,00, 9,  1.0, 1
U,10,12, 9,  0.9, 1
U,11,00, 8,  0.9, 1
U,11,12, 7,  0.8, 2
U,12,00, 7,  0.7, 2
U,12,12, 7,  0.5, 2
U,13,00, 6,  0.4, 2
U,13,12, 4,  0.8, 4
U,14,00, 4,  0.8, 3
U,14,12, 5,  1.2, 4
U,15,00, 5,  1.6, 6
U,15,12, 5,  1.4, 9
U,16,00, 5,  1.5,12
U,16,12, 9,  1.6,14
U,17,00, 9,  1.0,15
U,17,12, 7,  1.5,15
U,18,00,11,  1.4, 1
U,18,12,10,  1.5, 1
U,19,00, 9,  0.9, 1
U,19,12, 9,  0.8, 1
U,20,00, 8,  0.7, 1
U,20,12, 7,  0.5, 1
U,21,00, 7,  0.5, 1
U,21,12, 7,  0.6,16
U,22,00, 6,  0.6, 1
U,22,12, 4,  0.7,16
U,23,00, 7,  1.1,15
U,23,12, 6,  0.5,16
U,24,00, 6,  0.7,16
U,24,12, 7,  0.8, 1
U,25,00, 9,  1.0, 1
U,25,12, 9,  1.0, 1
U,26,00, 9,  0.9, 1
U,26,12, 8,  0.6, 1
U,27,00, 7,  0.5, 2
U,27,12, 4,  0.9, 8
U,28,00, 8,  1.2,13
U,28,12, 6,  0.8,15
U,29,00, 7,  0.4,16
U,29,12, 6,  0.5,15
U,30,00, 6,  0.5,15
U,30,12, 7,  0.4,14
U,31,00, 6,  0.6,14
U,31,12, 7,  0.7,15
V, 1,00, 7,  0.4,14
V, 1,12, 5,  0.3,14
V, 2,00, 2,  0.2,14
V, 2,12, 2,  0.2,14
V, 3,00, 2,  0.4,14
V, 3,12, 7,  0.3,14
V, 4,00, 2,  0.4,15
V, 4,12, 2,  0.3, 1
V, 5,00, 2,  0.4, 1
V, 5,12, 2,  0.3, 1
V, 6,00, 2,  0.3, 1
V, 6,12, 2,  0.2, 1
V, 7,00, 2,  0.1, 1
V, 7,12, 2,  0.3, 1
V, 8,00, 2,  0.3,13
V, 8,12, 6,  0.6,14
V, 9,00, 8,  0.7,15
V, 9,12, 9,  1.3,16
V,10,00, 9,  1.1, 1
V,10,12, 8,  0.8, 1
V,11,00, 7,  0.9, 1
V,11,12, 7,  0.8, 1
V,12,00, 7,  0.6, 1
V,12,12, 4,  0.6, 2
V,13,00, 2,  0.3, 1
V,13,12, 5,  1.0, 3
V,14,00, 6,  0.7, 2
V,14,12, 4,  0.8, 6
V,15,00, 4,  0.9, 7
V,15,12, 5,  1.3, 8
V,16,00, 6,  1.7,10
V,16,12, 9,  2.5,13
V,17,00, 9,  1.6,14
V,17,12, 8,  2.0,15
V,18,00,10,  1.5, 1
V,18,12, 9,  1.4,16
V,19,00, 9,  0.8,16
V,19,12, 7,  0.7,15
V,20,00, 7,  0.7,16
V,20,12, 6,  0.4,16
V,21,00, 6,  0.4,16
V,21,12, 7,  0.5,16
V,22,00, 6,  0.6, 1
V,22,12, 2,  0.4,16
V,23,00, 6,  1.8,12
V,23,12, 7,  1.5,13
V,24,00, 6,  1.2,14
V,24,12, 7,  1.0,16
V,25,00, 9,  1.3,16
V,25,12, 9,  1.1,16
V,26,00, 8,  0.8, 1
V,26,12, 7,  0.5, 1
V,27,00, 7,  0.4, 1
V,27,12, 4,  0.8, 5
V,28,00, 4,  0.6,11
V,28,12, 7,  1.7,14
V,29,00, 6,  0.7,14
V,29,12, 5,  0.7,14
V,30,00, 6,  0.3,16
V,30,12, 4,  0.6,13
V,31,00, 6,  0.8,13
V,31,12, 7,  1.0,14
W, 1,00, 7,  1.0,13
W, 1,12, 6,  0.8,13
W, 2,00, 6,  0.7,13
W, 2,12, 6,  0.5,13
W, 3,00, 6,  0.5,13
W, 3,12, 6,  0.4,13
W, 4,00, 2,  0.3,13
W, 4,12, 4,  0.5, 2
W, 5,00, 2,  0.4,16
W, 5,12, 2,  0.3, 1
W, 6,00, 2,  0.4,16
W, 6,12, 2,  0.2,16
W, 7,00, 2,  0.2, 1
W, 7,12, 2,  0.3, 1
W, 8,00, 2,  0.3,13
W, 8,12, 6,  1.1,13
W, 9,00, 9,  1.4,14
W, 9,12, 9,  1.6,16
W,10,00, 8,  1.2,16
W,10,12, 7,  0.9,16
W,11,00, 7,  0.8,16
W,11,12, 4,  0.8, 1
W,12,00, 4,  0.6, 9
W,12,12,12,  0.3,13
W,13,00,11,  0.4,13
W,13,12, 5,  1.1, 2
W,14,00, 5,  1.0, 6
W,14,12, 4,  0.9, 6
W,15,00, 5,  0.9, 8
W,15,12, 5,  1.0, 8
W,16,00, 7,  1.9, 9
W,16,12, 9,  4.5,12
W,17,00, 8,  2.5,13
W,17,12, 8,  2.7,14
W,18,00, 9,  1.7,15
W,18,12, 9,  1.5,15
W,19,00, 8,  1.0,13
W,19,12, 7,  0.9,13
W,20,00, 6,  1.1,13
W,20,12, 6,  0.6,14
W,21,00, 7,  0.5,15
W,21,12, 6,  0.5,16
W,22,00, 6,  0.6,16
W,22,12, 5,  0.8,12
W,23,00, 6,  1.8,10
W,23,12, 7,  1.9,13
W,24,00, 7,  1.5,13
W,24,12, 8,  1.3,15
W,25,00, 9,  1.0,16
W,25,12, 8,  1.3, 1
W,26,00, 7,  0.8,16
W,26,12, 7,  0.5, 1
W,27,00, 4,  0.4, 2
W,27,12, 4,  0.7, 5
W,28,00, 4,  1.0, 7
W,28,12, 9,  2.9,12
W,29,00, 6,  0.8,13
W,29,12, 6,  0.7,13
W,30,00, 6,  0.6,12
W,30,12, 6,  1.0,11
W,31,00, 6,  1.4,12
W,31,12, 7,  1.5,13
X, 1,00, 7,  1.2,12
X, 1,12, 5,  1.0,12
X, 2,00, 6,  1.0,12
X, 2,12, 7,  0.8,12
X, 3,00, 6,  0.7,13
X, 3,12, 6,  0.4,13
X, 4,00, 6,  0.4,13
X, 4,12, 2,  0.2,13
X, 5,00, 2,  0.4,13
X, 5,12, 4,  0.5,15
X, 6,00, 6,  0.5,13
X, 6,12, 2,  0.2,14
X, 7,00, 2,  0.2,14
X, 7,12, 2,  0.3,15
X, 8,00, 7,  0.4, 1
X, 8,12, 9,  0.9,11
X, 9,00, 9,  2.9,13
X, 9,12, 8,  1.6,15
X,10,00, 7,  0.8,15
X,10,12, 4,  0.7, 2
X,11,00, 4,  0.8, 3
X,11,12, 4,  0.9, 5
X,12,00,13,  0.5,11
X,12,12,12,  0.3,11
X,13,00, 5,  0.5,16
X,13,12, 4,  0.7, 3
X,14,00, 5,  1.1, 5
X,14,12, 5,  1.4, 5
X,15,00, 5,  1.1, 4
X,15,12, 5,  0.9, 4
X,16,00, 6,  1.0, 8
X,16,12, 9,  4.4,11
X,17,00, 9,  3.9,12
X,17,12, 9,  2.6,14
X,18,00, 9,  1.6,14
X,18,12, 8,  1.3,13
X,19,00, 8,  0.9,12
X,19,12, 5,  1.2, 6
X,20,00, 7,  0.9,10
X,20,12, 4,  0.5,11
X,21,00, 4,  0.6, 4
X,21,12, 5,  0.9, 5
X,22,00, 4,  0.8, 6
X,22,12, 4,  0.9, 5
X,23,00, 6,  1.3, 5
X,23,12, 7,  1.9,12
X,24,00, 6,  1.6,13
X,24,12, 8,  1.6,15
X,25,00, 8,  1.2,16
X,25,12, 6,  1.3,16
X,26,00, 7,  0.7,15
X,26,12, 6,  0.4,13
X,27,00, 5,  0.3,13
X,27,12, 4,  0.8, 5
X,28,00, 4,  0.8, 5
X,28,12, 6,  1.1, 9
X,29,00, 9,  1.1,11
X,29,12, 7,  0.8,13
X,30,00, 9,  0.4,12
X,30,12, 6,  0.7,11
X,31,00, 7,  1.1,11
X,31,12, 7,  1.7,12
Y, 1,00, 6,  1.1,12
Y, 1,12, 6,  1.0,12
Y, 2,00, 6,  1.1,12
Y, 2,12, 6,  1.0,12
Y, 3,00, 5,  0.9,13
Y, 3,12, 5,  0.4,13
Y, 4,00, 6,  0.4,14
Y, 4,12, 2,  0.2,13
Y, 5,00, 5,  0.7,13
Y, 5,12, 5,  0.5,13
Y, 6,00, 6,  0.5,12
Y, 6,12, 6,  0.5,13
Y, 7,00, 6,  0.3,13
Y, 7,12, 6,  0.5,16
Y, 8,00, 6,  0.6,16
Y, 8,12, 4,  0.8, 4
Y, 9,00, 6,  2.0, 2
Y, 9,12, 6,  1.4, 2
Y,10,00, 4,  0.9, 8
Y,10,12, 5,  0.4, 1
Y,11,00, 2,  0.3,16
Y,11,12, 2,  0.3,11
Y,12,00,13,  0.6,10
Y,12,12, 5,  0.8,13
Y,13,00, 5,  0.8,14
Y,13,12, 5,  0.7, 2
Y,14,00, 4,  0.7, 7
Y,14,12, 4,  0.8, 7
Y,15,00, 4,  0.7, 7
Y,15,12, 4,  0.6, 6
Y,16,00, 5,  0.8, 6
Y,16,12, 5,  1.5, 6
Y,17,00, 9,  2.5,12
Y,17,12, 9,  3.0,13
Y,18,00, 8,  1.7,15
Y,18,12, 9,  1.1,13
Y,19,00, 9,  0.6,12
Y,19,12, 8,  0.8,11
Y,20,00, 4,  0.8, 9
Y,20,12, 4,  0.8, 8
Y,21,00, 2,  0.1,12
Y,21,12, 4,  0.4, 5
Y,22,00, 4,  1.0, 7
Y,22,12, 4,  0.8, 7
Y,23,00, 5,  1.2, 6
Y,23,12, 4,  0.6, 5
Y,24,00, 7,  1.3,16
Y,24,12, 7,  1.8,15
Y,25,00, 7,  1.4,16
Y,25,12, 7,  1.4,16
Y,26,00, 6,  0.6,16
Y,26,12, 6,  0.4,13
Y,27,00, 6,  0.4,12
Y,27,12, 5,  0.4,12
Y,28,00, 5,  0.9, 7
Y,28,12, 5,  1.0, 5
Y,29,00, 9,  0.2,13
Y,29,12, 6,  0.7, 1
Y,30,00, 5,  0.4,14
Y,30,12, 4,  0.4, 9
Y,31,00, 4,  0.6,10
Y,31,12, 6,  1.1,12
Z, 1,00, 8,  0.6,11
Z, 1,12, 4,  0.6,10
Z, 2,00, 6,  1.3,11
Z, 2,12, 6,  0.9,11
Z, 3,00, 4,  0.8,13
Z, 3,12, 5,  0.8, 1
Z, 4,00, 4,  0.6, 6
Z, 4,12, 5,  0.8, 6
Z, 5,00, 5,  1.0,11
Z, 5,12, 6,  0.6,10
Z, 6,00, 5,  0.9,12
Z, 6,12, 6,  0.4,12
Z, 7,00, 5,  0.9, 4
Z, 7,12, 5,  1.0, 5
Z, 8,00, 5,  0.8, 5
Z, 8,12, 5,  1.2, 5
Z, 9,00, 6,  1.5, 5
Z, 9,12, 6,  1.7, 5
Z,10,00, 6,  1.2, 5
Z,10,12, 5,  0.9, 5
Z,11,00, 5,  0.9, 5
Z,11,12, 5,  1.1, 5
Z,12,00, 6,  0.9, 7
Z,12,12, 6,  0.6,12
Z,13,00, 4,  0.6, 4
Z,13,12, 4,  0.7, 5
Z,14,00, 5,  0.9, 5
Z,14,12, 5,  1.1, 6
Z,15,00, 5,  1.0, 5
Z,15,12, 6,  1.5, 5
Z,16,00, 7,  2.0, 5
Z,16,12, 8,  3.3, 5
Z,17,00, 9,  3.7, 5
Z,17,12, 9,  3.0, 5
Z,18,00, 7,  1.9, 5
Z,18,12, 7,  1.2, 5
Z,19,00, 9,  0.9, 7
Z,19,12, 5,  1.0, 6
Z,20,00, 6,  1.2, 6
Z,20,12, 6,  1.2, 5
Z,21,00, 7,  1.4, 5
Z,21,12, 6,  1.5, 5
Z,22,00, 7,  2.1, 5
Z,22,12, 6,  1.7, 5
Z,23,00, 7,  2.2, 5
Z,23,12, 7,  2.6, 5
Z,24,00, 8,  2.1, 5
Z,24,12, 8,  1.4, 5
Z,25,00, 9,  1.0, 4
Z,25,12, 9,  1.1, 3
Z,26,00, 9,  0.5, 5
Z,26,12, 9,  0.5, 5
Z,27,00, 5,  0.6,12
Z,27,12, 5,  0.6,12
Z,28,00, 5,  0.4,11
Z,28,12, 5,  0.8, 5
Z,29,00, 6,  1.1, 5
Z,29,12, 5,  1.1, 5
Z,30,00, 6,  1.0, 5
Z,30,12, 6,  1.1, 5
Z,31,00, 7,  0.9, 7
Z,31,12, 6,  0.9, 9
