ínì_,ì˙,éû,é¸ä˙(s),îgçÇ(m),îgå¸(16ï˚à )
N,11,12, 9,  1.9, 5
N,12,00, 9,  2.1, 4
N,12,12, 9,  1.3, 5
N,13,00, 9,  1.1, 5
N,13,12, 9,  1.0, 5
N,14,00, 7,  0.8, 4
N,14,12, 6,  1.3, 3
N,15,00, 9,  2.0, 3
N,15,12, 9,  1.4, 4
N,16,00, 8,  1.5, 4
N,16,12, 7,  1.5, 3
N,17,00, 7,  1.7, 3
N,17,12, 7,  1.9, 4
N,18,00, 7,  2.0, 5
N,18,12, 7,  2.4, 5
N,19,00, 7,  2.1, 5
N,19,12, 7,  2.7, 4
N,20,00, 8,  2.3, 4
N,20,12, 7,  1.4, 3
N,21,00, 7,  1.7, 4
N,21,12, 7,  2.1, 4
N,22,00, 8,  2.4, 5
N,22,12, 7,  2.5, 5
N,23,00, 7,  2.4, 6
N,23,12, 7,  2.7, 5
N,24,00, 9,  3.2, 6
N,24,12, 9,  2.4, 6
N,25,00, 7,  2.4, 5
N,25,12, 8,  2.3, 4
N,26,00, 9,  2.1, 5
N,26,12, 8,  1.7, 5
N,27,00,10,  1.7, 6
N,27,12, 7,  1.6, 7
N,28,00, 9,  1.6, 5
N,28,12, 6,  1.7, 5
N,29,00, 7,  2.0, 6
N,29,12, 9,  2.0, 6
N,30,00, 9,  2.8, 2
N,30,12, 9,  3.2, 1
N,31,00, 9,  1.8, 1
N,31,12, 9,  1.5, 2
O, 1,00, 9,  3.8, 3
O, 1,12,10,  3.9, 3
O, 2,00, 9,  3.8, 4
O, 2,12, 9,  3.7, 3
O, 3,00, 9,  4.3, 2
O, 3,12,10,  5.1, 2
O, 4,00,10,  5.0, 2
O, 4,12,10,  4.9, 2
O, 5,00,10,  4.0, 3
O, 5,12, 9,  3.9, 3
O, 6,00, 9,  3.5, 3
O, 6,12, 9,  3.6, 4
O, 7,00, 9,  2.7, 4
O, 7,12, 9,  2.7, 4
O, 8,00, 9,  2.9, 4
O, 8,12, 9,  3.0, 4
O, 9,00, 9,  3.8, 2
O, 9,12, 9,  3.4, 4
O,10,00,10,  2.5, 5
O,10,12, 9,  2.1, 4
O,11,00, 8,  2.2, 4
O,11,12,10,  1.9, 5
O,12,00, 8,  3.2, 2
O,12,12, 8,  1.9, 2
O,13,00, 8,  1.4, 3
O,13,12, 9,  1.3, 3
O,14,00, 8,  1.2, 3
O,14,12, 9,  3.0, 1
O,15,00,10,  3.7, 1
O,15,12, 9,  3.0, 2
O,16,00, 9,  3.6, 2
O,16,12, 9,  3.0, 2
O,17,00, 9,  3.1, 2
O,17,12, 9,  2.4, 3
O,18,00, 9,  1.9, 5
O,18,12, 9,  1.8, 5
O,19,00, 9,  3.0, 2
O,19,12, 9,  4.2, 2
O,20,00, 9,  4.0, 3
O,20,12, 9,  2.9, 3
O,21,00, 9,  3.3, 3
O,21,12, 9,  2.9, 5
O,22,00, 8,  3.2, 5
O,22,12, 9,  3.0, 5
O,23,00,10,  3.2, 5
O,23,12, 9,  2.6, 6
O,24,00, 9,  2.8, 6
O,24,12, 9,  3.6, 2
O,25,00, 9,  3.5, 2
O,25,12, 9,  3.2, 3
O,26,00, 9,  2.7, 5
O,26,12, 9,  2.2, 5
O,27,00, 9,  2.2, 6
O,27,12, 9,  1.8, 6
O,28,00, 6,  2.4, 4
O,28,12, 7,  2.3, 5
O,29,00, 9,  1.9, 6
O,29,12, 9,  1.8, 6
O,30,00, 9,  4.8, 1
O,30,12,12,  6.6, 1
O,31,00,11,  4.9, 1
O,31,12, 9,  3.4, 1
P, 1,00, 9,  3.1, 2
P, 1,12, 8,  2.2, 2
P, 2,00, 7,  2.3, 1
P, 2,12, 7,  2.1, 1
P, 3,00, 8,  2.6, 1
P, 3,12, 9,  3.4, 1
P, 4,00, 9,  3.6, 1
P, 4,12, 9,  3.6, 1
P, 5,00, 9,  2.7, 1
P, 5,12, 8,  2.6, 1
P, 6,00, 9,  2.7, 1
P, 6,12, 8,  2.4, 2
P, 7,00, 7,  1.5, 2
P, 7,12, 8,  2.1, 1
P, 8,00, 8,  2.0, 2
P, 8,12, 7,  2.2, 2
P, 9,00, 9,  3.0, 2
P, 9,12, 7,  1.2, 2
P,10,00, 7,  1.6, 2
P,10,12, 7,  1.4, 1
P,11,00, 6,  1.0, 2
P,11,12, 6,  0.9, 2
P,12,00, 7,  2.1, 1
P,12,12, 7,  1.8,16
P,13,00, 8,  1.6, 1
P,13,12, 8,  1.4, 1
P,14,00, 7,  1.3, 1
P,14,12, 9,  3.5, 1
P,15,00,10,  3.9, 1
P,15,12, 9,  2.6, 1
P,16,00, 8,  2.3, 1
P,16,12, 9,  2.9, 1
P,17,00, 9,  2.4, 1
P,17,12, 9,  1.9, 1
P,18,00, 8,  1.6, 2
P,18,12, 7,  1.7, 3
P,19,00, 7,  1.8, 1
P,19,12, 9,  3.5, 1
P,20,00, 9,  3.0, 1
P,20,12, 8,  2.2, 1
P,21,00, 7,  1.9, 1
P,21,12, 8,  1.5, 2
P,22,00, 7,  1.5, 2
P,22,12, 7,  1.3, 2
P,23,00, 6,  1.1, 4
P,23,12, 5,  1.2, 5
P,24,00, 9,  0.9, 8
P,24,12, 7,  2.4,16
P,25,00, 9,  3.2, 1
P,25,12, 9,  2.8, 1
P,26,00, 9,  1.7, 1
P,26,12, 7,  1.1, 2
P,27,00, 5,  0.9, 5
P,27,12, 7,  0.7, 9
P,28,00, 6,  1.7, 1
P,28,12, 7,  1.3, 2
P,29,00, 8,  1.2, 3
P,29,12, 8,  0.7, 5
P,30,00, 9,  4.7,16
P,30,12,12,  7.5,16
P,31,00,11,  5.2,16
P,31,12,10,  3.9,16
Q, 1,00, 6,  0.8, 3
Q, 1,12,10,  0.7, 5
Q, 2,00, 7,  1.2, 5
Q, 2,12, 8,  1.0, 5
Q, 3,00,10,  1.3, 4
Q, 3,12, 7,  2.1,16
Q, 4,00, 7,  1.2, 1
Q, 4,12,10,  1.2, 2
Q, 5,00, 9,  0.9, 3
Q, 5,12, 6,  0.7, 2
Q, 6,00, 6,  1.0, 4
Q, 6,12, 9,  0.8, 5
Q, 7,00, 9,  1.0, 5
Q, 7,12, 6,  1.0, 2
Q, 8,00, 6,  1.1, 1
Q, 8,12, 6,  1.7,16
Q, 9,00, 5,  1.0, 1
Q, 9,12, 6,  0.8, 5
Q,10,00, 6,  0.6, 5
Q,10,12, 5,  0.9, 4
Q,11,00,10,  0.6, 4
Q,11,12,10,  0.9, 4
Q,12,00, 9,  0.8, 4
Q,12,12, 6,  1.6,16
Q,13,00, 5,  1.1,16
Q,13,12, 4,  1.0,15
Q,14,00, 8,  3.0,15
Q,14,12, 9,  2.7,15
Q,15,00, 8,  2.1,15
Q,15,12, 7,  1.8,15
Q,16,00, 7,  1.6,15
Q,16,12, 7,  2.4,15
Q,17,00, 8,  1.7,15
Q,17,12, 6,  1.1,15
Q,18,00, 4,  0.9,16
Q,18,12, 6,  1.0,16
Q,19,00, 6,  1.8,15
Q,19,12, 7,  1.7,15
Q,20,00, 6,  1.4,16
Q,20,12, 6,  1.2,15
Q,21,00, 6,  1.2,15
Q,21,12, 6,  1.0,16
Q,22,00, 6,  0.8,15
Q,22,12, 4,  0.9,16
Q,23,00, 6,  0.5,15
Q,23,12,11,  0.6, 7
Q,24,00, 7,  1.1, 9
Q,24,12, 5,  1.4,16
Q,25,00, 7,  2.4,15
Q,25,12, 7,  1.9,15
Q,26,00, 7,  1.0,15
Q,26,12,10,  0.6, 6
Q,27,00, 4,  0.8, 7
Q,27,12, 6,  1.3, 8
Q,28,00, 5,  1.5,15
Q,28,12, 7,  1.2, 5
Q,29,00, 8,  1.1, 6
Q,29,12, 8,  1.0, 6
Q,30,00, 9,  4.3,15
Q,30,12,11,  6.0,14
Q,31,00,11,  4.0,14
Q,31,12,10,  2.6,14
R, 1,00, 4,  0.6, 2
R, 1,12, 4,  0.8, 2
R, 2,00, 2,  0.4, 1
R, 2,12, 4,  0.6, 2
R, 3,00, 5,  1.6, 1
R, 3,12, 6,  1.6, 1
R, 4,00, 5,  0.8, 1
R, 4,12, 5,  0.8, 1
R, 5,00, 5,  0.9, 1
R, 5,12, 5,  0.9, 1
R, 6,00, 4,  0.7, 1
R, 6,12, 4,  0.8, 1
R, 7,00, 4,  0.7, 2
R, 7,12, 4,  0.6, 1
R, 8,00, 5,  1.3, 1
R, 8,12, 5,  1.2, 1
R, 9,00, 4,  0.7, 1
R, 9,12, 4,  0.5, 2
R,10,00, 2,  0.2, 1
R,10,12, 4,  0.5, 1
R,11,00, 4,  0.5, 1
R,11,12, 4,  0.4, 1
R,12,00, 5,  0.8, 1
R,12,12, 5,  1.3, 1
R,13,00, 4,  0.8, 1
R,13,12, 4,  1.0,14
R,14,00, 6,  2.4,16
R,14,12, 6,  1.8,16
R,15,00, 6,  1.5,16
R,15,12, 6,  1.2,16
R,16,00, 5,  1.4,16
R,16,12, 6,  1.9,16
R,17,00, 6,  1.3,16
R,17,12, 4,  0.7,16
R,18,00, 4,  0.9,16
R,18,12, 5,  0.9,16
R,19,00, 6,  1.7,16
R,19,12, 6,  1.4, 1
R,20,00, 6,  1.4, 1
R,20,12, 5,  1.0,16
R,21,00, 5,  1.0,16
R,21,12, 4,  0.8,16
R,22,00, 4,  0.8,15
R,22,12, 4,  0.6,15
R,23,00, 6,  0.4,15
R,23,12, 2,  0.4,10
R,24,00, 6,  0.8, 8
R,24,12, 5,  1.5,15
R,25,00, 6,  1.7,16
R,25,12, 5,  1.3,16
R,26,00, 7,  0.5,14
R,26,12, 2,  0.2,11
R,27,00, 2,  0.4, 8
R,27,12, 4,  1.0, 6
R,28,00, 5,  1.4, 1
R,28,12, 4,  0.7, 3
R,29,00, 5,  0.8, 9
R,29,12, 6,  1.3, 9
R,30,00, 7,  3.2,15
R,30,12,11,  4.1,14
R,31,00,10,  2.8,14
R,31,12, 9,  1.8,14
S, 1,00, 5,  0.7, 1
S, 1,12, 6,  1.3, 2
S, 2,00, 8,  1.6, 2
S, 2,12, 8,  1.1, 2
S, 3,00, 7,  1.8, 1
S, 3,12, 6,  1.8, 1
S, 4,00, 8,  1.4, 1
S, 4,12, 9,  1.4, 2
S, 5,00, 6,  1.4, 1
S, 5,12, 6,  1.0, 1
S, 6,00, 5,  1.0, 1
S, 6,12, 5,  0.5, 1
S, 7,00, 5,  0.8, 1
S, 7,12, 4,  0.6,16
S, 8,00, 6,  1.5,16
S, 8,12, 7,  1.1, 1
S, 9,00, 8,  0.8, 1
S, 9,12, 8,  0.8, 2
S,10,00, 7,  0.8, 1
S,10,12, 5,  0.5, 1
S,11,00, 5,  0.7, 1
S,11,12, 5,  0.3, 1
S,12,00, 6,  1.0,16
S,12,12, 6,  1.4, 1
S,13,00, 6,  1.4, 1
S,13,12, 5,  2.1,14
S,14,00, 8,  2.7, 1
S,14,12,10,  2.8, 1
S,15,00, 9,  2.4, 1
S,15,12, 9,  1.9, 1
S,16,00, 9,  2.2, 1
S,16,12, 9,  2.0, 1
S,17,00, 9,  2.3, 1
S,17,12, 9,  1.7, 1
S,18,00, 9,  1.2, 1
S,18,12, 5,  1.0,15
S,19,00, 6,  1.8, 1
S,19,12, 8,  2.2, 1
S,20,00, 9,  2.0, 1
S,20,12, 9,  1.6, 1
S,21,00, 9,  1.6, 1
S,21,12, 5,  1.1, 1
S,22,00, 5,  0.9,14
S,22,12, 5,  1.1,14
S,23,00, 5,  0.6,16
S,23,12, 4,  0.6,13
S,24,00, 4,  0.8,13
S,24,12, 5,  1.1,15
S,25,00, 6,  1.6,16
S,25,12, 8,  1.5, 1
S,26,00, 8,  1.3, 1
S,26,12, 8,  0.7, 1
S,27,00, 7,  0.7, 1
S,27,12, 4,  1.1, 3
S,28,00, 7,  1.1, 2
S,28,12, 6,  0.8, 2
S,29,00, 6,  0.7, 3
S,29,12, 8,  1.4, 1
S,30,00, 7,  2.8,16
S,30,12,10,  4.1,16
S,31,00,10,  3.6, 1
S,31,12,10,  2.3, 1
T, 1,00, 7,  1.4,16
T, 1,12, 7,  1.1, 1
T, 2,00, 8,  1.5, 2
T, 2,12, 6,  1.4, 1
T, 3,00, 6,  1.5,16
T, 3,12, 8,  2.6,15
T, 4,00, 9,  2.7, 2
T, 4,12, 8,  1.5, 3
T, 5,00, 7,  1.8,14
T, 5,12, 7,  1.4,15
T, 6,00, 7,  0.9,15
T, 6,12, 6,  1.1,13
T, 7,00, 6,  0.9,15
T, 7,12, 7,  1.5,15
T, 8,00, 8,  2.3,15
T, 8,12, 8,  1.5,16
T, 9,00, 8,  1.2, 1
T, 9,12, 7,  0.9, 1
T,10,00, 4,  0.8,15
T,10,12, 6,  0.9,15
T,11,00, 6,  0.6,15
T,11,12, 6,  1.2,14
T,12,00, 6,  1.3,14
T,12,12, 7,  1.9,15
T,13,00, 9,  3.0,15
T,13,12, 6,  3.0,13
T,14,00, 9,  3.9,15
T,14,12, 9,  3.8,15
T,15,00, 9,  3.7,15
T,15,12, 9,  3.5,15
T,16,00, 8,  3.6,15
T,16,12, 9,  4.1,15
T,17,00, 9,  3.5,16
T,17,12, 9,  2.3,16
T,18,00, 6,  1.9,15
T,18,12, 7,  2.7,14
T,19,00, 9,  3.0,15
T,19,12, 9,  3.6,16
T,20,00, 9,  2.8,16
T,20,12, 9,  2.0,16
T,21,00, 6,  1.6,16
T,21,12, 7,  2.0,13
T,22,00, 7,  1.9,13
T,22,12, 7,  2.5,13
T,23,00, 7,  1.8,14
T,23,12, 6,  1.7,13
T,24,00, 6,  1.9,13
T,24,12, 7,  2.4,14
T,25,00, 8,  3.0,15
T,25,12, 8,  3.4,15
T,26,00, 8,  2.6,15
T,26,12, 8,  1.6,15
T,27,00, 7,  1.3,15
T,27,12, 8,  0.9, 1
T,28,00, 5,  1.0,16
T,28,12, 6,  0.9,16
T,29,00, 7,  0.9, 1
T,29,12, 7,  1.0,16
T,30,00, 8,  3.0,15
T,30,12,10,  5.8,16
T,31,00, 9,  4.6,16
T,31,12, 9,  4.4,15
U, 1,00, 7,  1.4,16
U, 1,12, 7,  1.4, 1
U, 2,00, 8,  1.6, 1
U, 2,12, 8,  1.0, 1
U, 3,00, 8,  2.1,15
U, 3,12, 8,  2.6,15
U, 4,00, 9,  2.8, 1
U, 4,12, 9,  1.6, 1
U, 5,00, 8,  1.0,16
U, 5,12, 7,  1.5,15
U, 6,00, 7,  1.0,15
U, 6,12, 7,  0.6,15
U, 7,00, 7,  1.0,15
U, 7,12, 9,  1.4,15
U, 8,00, 8,  2.3,15
U, 8,12, 8,  1.6,16
U, 9,00, 8,  1.3, 1
U, 9,12, 7,  0.9, 1
U,10,00, 7,  0.6, 1
U,10,12, 7,  0.8,15
U,11,00, 7,  0.8,16
U,11,12, 7,  0.6,15
U,12,00, 7,  1.0,15
U,12,12, 6,  1.6,16
U,13,00, 8,  2.6,14
U,13,12, 9,  2.1,16
U,14,00, 9,  3.5,15
U,14,12,10,  2.7,16
U,15,00, 9,  3.6,16
U,15,12,10,  4.3,16
U,16,00, 9,  3.8,16
U,16,12,10,  4.4,16
U,17,00,10,  4.5,16
U,17,12,10,  2.9,16
U,18,00, 9,  1.9,16
U,18,12, 8,  1.8,15
U,19,00, 9,  3.1,16
U,19,12,10,  4.0,16
U,20,00, 9,  3.7,16
U,20,12,10,  2.7, 1
U,21,00, 9,  1.9,16
U,21,12, 8,  1.5, 1
U,22,00, 7,  1.2,15
U,22,12, 7,  1.3,14
U,23,00, 7,  1.5,15
U,23,12, 8,  1.4,15
U,24,00, 7,  1.2,13
U,24,12, 8,  1.5,14
U,25,00, 9,  2.9,16
U,25,12, 9,  3.7,15
U,26,00, 9,  2.9,15
U,26,12, 9,  2.1,15
U,27,00, 8,  1.4,16
U,27,12, 8,  1.0, 1
U,28,00, 8,  0.8, 1
U,28,12, 6,  1.4,16
U,29,00, 7,  1.0,16
U,29,12, 7,  1.0,16
U,30,00, 7,  1.7,16
U,30,12,11,  6.3,16
U,31,00,10,  4.5,16
U,31,12,10,  4.4,15
V, 1,00, 7,  1.9, 1
V, 1,12, 8,  1.8, 1
V, 2,00, 8,  1.7, 1
V, 2,12, 7,  1.5, 1
V, 3,00, 6,  1.5,13
V, 3,12, 7,  2.3,16
V, 4,00, 9,  2.4,16
V, 4,12, 9,  1.6,16
V, 5,00, 8,  1.0,16
V, 5,12, 7,  1.9,14
V, 6,00, 7,  1.0,14
V, 6,12, 7,  1.1,14
V, 7,00, 7,  2.2,14
V, 7,12, 9,  1.8,14
V, 8,00, 8,  2.8,15
V, 8,12, 8,  2.1,16
V, 9,00, 8,  1.5,16
V, 9,12, 7,  1.0,16
V,10,00, 7,  0.6, 1
V,10,12, 6,  1.1,15
V,11,00, 8,  1.1,14
V,11,12, 7,  0.8,13
V,12,00, 7,  0.9,15
V,12,12, 6,  0.9,16
V,13,00, 7,  2.2,16
V,13,12, 7,  1.7,15
V,14,00, 9,  3.6,16
V,14,12, 9,  3.2,16
V,15,00, 9,  3.9,16
V,15,12,10,  4.9,15
V,16,00,10,  4.8,15
V,16,12,10,  5.5,15
V,17,00,10,  4.7,15
V,17,12,10,  4.0,15
V,18,00, 9,  2.8,16
V,18,12, 9,  2.1,14
V,19,00, 9,  3.8,15
V,19,12,10,  4.5,16
V,20,00,10,  4.8,15
V,20,12, 9,  3.6,15
V,21,00, 9,  3.0,16
V,21,12, 9,  1.9,16
V,22,00, 8,  1.6,15
V,22,12, 7,  1.5,14
V,23,00, 7,  1.5,14
V,23,12, 9,  1.7,14
V,24,00, 8,  2.1,13
V,24,12, 9,  2.9,14
V,25,00, 8,  3.0,15
V,25,12, 9,  3.2,16
V,26,00, 9,  2.8,16
V,26,12, 9,  2.3,15
V,27,00, 9,  1.8,16
V,27,12, 8,  1.2,16
V,28,00, 4,  1.2,14
V,28,12, 6,  1.4,14
V,29,00, 7,  1.1,16
V,29,12, 7,  1.0,16
V,30,00, 9,  3.0, 1
V,30,12,10,  4.7,16
V,31,00,10,  4.8,15
V,31,12,10,  3.7,16
W, 1,00, 8,  2.6,15
W, 1,12, 8,  2.6,15
W, 2,00, 8,  2.1,16
W, 2,12, 7,  1.4,16
W, 3,00, 7,  1.5, 1
W, 3,12, 7,  2.1,16
W, 4,00, 9,  2.9,15
W, 4,12, 8,  1.9,15
W, 5,00, 7,  1.0,15
W, 5,12, 7,  1.4,16
W, 6,00, 7,  0.9,13
W, 6,12, 7,  1.2,14
W, 7,00, 7,  2.8,13
W, 7,12, 8,  1.8,14
W, 8,00, 7,  2.6,15
W, 8,12, 8,  2.1,15
W, 9,00, 7,  1.9,15
W, 9,12, 7,  1.2,15
W,10,00, 4,  1.0,10
W,10,12, 7,  1.3,13
W,11,00, 8,  1.3,13
W,11,12, 7,  1.1,13
W,12,00, 6,  1.1,15
W,12,12, 6,  1.5, 1
W,13,00, 7,  1.8, 1
W,13,12, 7,  1.7,16
W,14,00, 8,  3.6,15
W,14,12, 9,  4.1,15
W,15,00, 9,  4.7,15
W,15,12,10,  5.4,14
W,16,00,10,  5.5,14
W,16,12,10,  5.6,14
W,17,00, 9,  5.0,15
W,17,12,10,  5.3,14
W,18,00, 9,  3.7,15
W,18,12, 8,  1.4,15
W,19,00, 9,  4.8,14
W,19,12,10,  5.6,14
W,20,00,10,  5.2,14
W,20,12, 9,  4.2,14
W,21,00, 9,  3.7,14
W,21,12, 9,  3.0,15
W,22,00, 8,  1.7,15
W,22,12, 7,  1.6,14
W,23,00, 7,  1.6,13
W,23,12, 8,  2.3,13
W,24,00, 8,  3.3,13
W,24,12, 9,  3.7,13
W,25,00, 8,  3.2,14
W,25,12, 9,  3.8,15
W,26,00, 9,  3.6,15
W,26,12, 9,  3.4,15
W,27,00, 9,  2.4,15
W,27,12, 8,  1.3,15
W,28,00, 7,  1.1,15
W,28,12, 6,  1.5,16
W,29,00, 6,  1.3,16
W,29,12, 7,  1.4,14
W,30,00, 9,  3.8, 1
W,30,12, 9,  3.9,16
W,31,00, 9,  5.3,14
W,31,12,10,  4.6,15
X, 1,00, 8,  3.2,14
X, 1,12, 8,  2.9,14
X, 2,00, 7,  2.4,15
X, 2,12, 7,  1.6,15
X, 3,00, 7,  1.3,15
X, 3,12, 7,  2.6,14
X, 4,00, 8,  2.9,14
X, 4,12, 8,  2.1,14
X, 5,00, 7,  2.0,14
X, 5,12, 7,  1.4,14
X, 6,00, 7,  1.6,14
X, 6,12, 7,  1.4,13
X, 7,00, 6,  1.9,13
X, 7,12, 7,  2.1,13
X, 8,00, 7,  2.3,15
X, 8,12, 7,  2.2,15
X, 9,00, 7,  1.6,14
X, 9,12, 7,  1.3,13
X,10,00, 6,  1.2,13
X,10,12, 6,  0.8,13
X,11,00, 8,  0.9,13
X,11,12, 8,  0.7,13
X,12,00, 6,  1.2,15
X,12,12, 6,  1.3,16
X,13,00, 7,  1.7,15
X,13,12, 7,  2.4,14
X,14,00, 7,  3.1,15
X,14,12, 9,  3.7,14
X,15,00, 9,  4.3,14
X,15,12, 9,  4.4,14
X,16,00, 9,  4.7,14
X,16,12, 9,  4.5,14
X,17,00, 9,  4.5,14
X,17,12, 9,  4.4,14
X,18,00, 9,  3.6,14
X,18,12, 8,  2.5,14
X,19,00, 9,  4.4,14
X,19,12, 9,  4.8,14
X,20,00, 9,  4.0,14
X,20,12, 9,  3.3,14
X,21,00, 9,  3.3,14
X,21,12, 8,  3.1,13
X,22,00, 8,  2.5,13
X,22,12, 7,  1.8,13
X,23,00, 7,  1.7,13
X,23,12, 7,  2.0,12
X,24,00, 8,  2.6,12
X,24,12, 9,  3.2,13
X,25,00, 9,  3.0,13
X,25,12, 9,  3.9,14
X,26,00, 9,  3.6,14
X,26,12, 9,  4.0,14
X,27,00, 9,  2.6,15
X,27,12, 8,  1.2,14
X,28,00, 7,  1.2,13
X,28,12, 6,  1.6,16
X,29,00, 7,  1.6,15
X,29,12, 7,  2.0,16
X,30,00, 8,  2.1,15
X,30,12, 7,  2.7,15
X,31,00, 9,  4.6,14
X,31,12, 9,  4.2,14
Y, 1,00, 8,  3.4,14
Y, 1,12, 8,  2.8,14
Y, 2,00, 7,  2.7,14
Y, 2,12, 7,  2.6,13
Y, 3,00, 7,  2.3,14
Y, 3,12, 7,  2.9,14
Y, 4,00, 8,  2.9,14
Y, 4,12, 8,  2.6,13
Y, 5,00, 8,  2.7,13
Y, 5,12, 8,  3.0,13
Y, 6,00, 7,  1.7,14
Y, 6,12, 6,  1.6,13
Y, 7,00, 7,  1.9,13
Y, 7,12, 7,  2.3,13
Y, 8,00, 7,  2.4,14
Y, 8,12, 8,  2.8,14
Y, 9,00, 7,  1.8,15
Y, 9,12, 7,  1.7,13
Y,10,00, 7,  1.7,13
Y,10,12, 6,  1.1,13
Y,11,00, 6,  1.0,13
Y,11,12, 6,  1.3,13
Y,12,00, 6,  0.8,14
Y,12,12, 6,  1.2,14
Y,13,00, 6,  1.6,14
Y,13,12, 7,  2.6,14
Y,14,00, 7,  2.7,15
Y,14,12, 8,  3.2,14
Y,15,00, 9,  3.4,14
Y,15,12, 9,  3.2,14
Y,16,00, 9,  3.8,15
Y,16,12, 9,  3.6,15
Y,17,00, 9,  3.8,14
Y,17,12, 9,  3.5,14
Y,18,00, 8,  3.5,13
Y,18,12, 8,  3.1,14
Y,19,00, 9,  3.9,14
Y,19,12, 9,  3.5,14
Y,20,00, 8,  3.4,15
Y,20,12, 8,  2.3,14
Y,21,00, 8,  2.8,14
Y,21,12, 8,  2.9,13
Y,22,00, 7,  2.1,13
Y,22,12, 7,  2.0,13
Y,23,00, 7,  1.6,14
Y,23,12, 6,  1.7,13
Y,24,00, 7,  1.5,13
Y,24,12, 6,  2.0,13
Y,25,00, 7,  2.5,14
Y,25,12, 7,  3.3,14
Y,26,00, 9,  3.4,14
Y,26,12, 9,  4.1,14
Y,27,00, 9,  3.4,14
Y,27,12, 7,  2.0,14
Y,28,00, 7,  1.3,15
Y,28,12, 7,  2.0,15
Y,29,00, 7,  2.7,14
Y,29,12, 8,  2.9,15
Y,30,00, 7,  1.5,15
Y,30,12, 7,  2.0, 1
Y,31,00, 9,  2.8,14
Y,31,12, 9,  3.3,14
Z, 1,00, 7,  2.7,14
Z, 1,12, 7,  1.9,14
Z, 2,00, 6,  2.0,14
Z, 2,12, 7,  2.1,13
Z, 3,00, 7,  2.0,13
Z, 3,12, 7,  2.2,14
Z, 4,00, 7,  2.2,14
Z, 4,12, 6,  1.9,13
Z, 5,00, 7,  2.0,13
Z, 5,12, 7,  2.8,13
Z, 6,00, 7,  1.8,15
Z, 6,12, 5,  1.2,13
Z, 7,00, 6,  1.5,13
Z, 7,12, 6,  1.6,14
Z, 8,00, 6,  1.8,14
Z, 8,12, 7,  2.8,15
Z, 9,00, 7,  1.7,15
Z, 9,12, 6,  1.6,12
Z,10,00, 6,  1.5,12
Z,10,12, 6,  1.1,13
Z,11,00, 6,  1.2,13
Z,11,12, 5,  1.1,13
Z,12,00, 5,  0.7,14
Z,12,12, 6,  1.3,15
Z,13,00, 7,  1.8,15
Z,13,12, 6,  1.9,15
Z,14,00, 7,  2.6,15
Z,14,12, 7,  2.9,15
Z,15,00, 8,  3.2,15
Z,15,12, 9,  3.8,16
Z,16,00, 8,  3.6,16
Z,16,12, 8,  3.4,16
Z,17,00, 8,  3.1,15
Z,17,12, 7,  2.7,15
Z,18,00, 7,  3.0,14
Z,18,12, 7,  2.4,13
Z,19,00, 8,  3.0,14
Z,19,12, 8,  3.6,16
Z,20,00, 9,  3.5,16
Z,20,12, 6,  1.8,15
Z,21,00, 7,  2.2,14
Z,21,12, 7,  2.0,13
Z,22,00, 6,  1.8,14
Z,22,12, 6,  1.9,13
Z,23,00, 6,  1.4,13
Z,23,12, 5,  1.1,12
Z,24,00, 7,  1.2,12
Z,24,12, 7,  1.2,12
Z,25,00, 7,  2.0,15
Z,25,12, 7,  2.0, 1
Z,26,00, 7,  2.5,14
Z,26,12, 7,  3.1,14
Z,27,00, 8,  3.2,14
Z,27,12, 7,  2.5,15
Z,28,00, 6,  1.8,15
Z,28,12, 7,  2.3,15
Z,29,00, 7,  2.7,14
Z,29,12, 7,  2.4,14
Z,30,00, 7,  1.6, 1
Z,30,12, 7,  1.4, 1
Z,31,00, 8,  3.7,16
Z,31,12, 8,  3.2,15
