ínì_,ì˙,éû,é¸ä˙(s),îgçÇ(m),îgå¸(16ï˚à )
B, 7,12, 9,  2.2, 8
B, 8,00, 9,  2.0, 5
B, 8,12, 9,  1.9, 6
B, 9,00, 9,  1.6, 6
B, 9,12, 7,  1.2, 9
B,10,00, 9,  0.8, 7
B,10,12, 8,  0.9, 6
B,11,00, 8,  1.1, 6
B,11,12, 7,  0.9, 6
B,12,00,10,  1.0, 6
B,12,12, 6,  1.5,10
B,13,00, 7,  0.6, 8
B,13,12, 7,  0.5, 6
B,14,00, 7,  0.4, 6
B,14,12, 7,  0.6, 7
B,15,00, 7,  0.8, 6
B,15,12, 8,  1.1, 6
B,16,00, 9,  1.1, 6
B,16,12, 9,  1.4, 6
B,17,00, 9,  1.2, 6
B,17,12, 9,  1.2, 6
B,18,00, 9,  1.0, 6
B,18,12, 9,  1.1, 5
B,19,00, 9,  0.9, 5
B,19,12, 9,  0.7, 5
B,20,00,10,  0.9, 5
B,20,12,10,  1.1, 5
B,21,00, 9,  0.8, 6
B,21,12, 9,  1.0, 6
B,22,00, 9,  1.3, 5
B,22,12, 9,  1.0, 5
B,23,00, 9,  1.2, 6
B,23,12, 6,  1.9, 7
B,24,00, 7,  2.6, 8
B,24,12, 9,  2.6, 9
B,25,00, 9,  1.7, 8
B,25,12, 9,  1.5, 7
B,26,00,10,  1.8, 6
B,26,12,11,  2.3, 6
B,27,00,11,  3.4, 7
B,27,12, 9,  3.8, 8
B,28,00,10,  3.0, 8
B,28,12, 9,  2.4, 8
B,29,00,12,  2.7, 8
B,29,12, 8,  2.8, 9
B,30,00,11,  2.0, 9
B,30,12, 7,  2.2, 9
B,31,00, 8,  2.0,10
B,31,12, 7,  1.4,10
C, 1,00, 9,  3.1, 7
C, 1,12,11,  3.5, 8
C, 2,00,11,  3.3,11
C, 2,12,10,  1.5, 8
C, 3,00, 9,  1.2, 9
C, 3,12, 5,  1.1,10
C, 4,00, 9,  0.7, 8
C, 4,12,10,  0.7, 7
C, 5,00, 9,  0.6, 7
C, 5,12, 7,  0.9, 7
C, 6,00, 9,  0.5, 7
C, 6,12, 6,  1.7, 6
C, 7,00, 7,  2.4, 6
C, 7,12, 6,  2.1,13
C, 8,00, 9,  1.0, 6
C, 8,12, 9,  1.5, 5
C, 9,00, 9,  1.4, 6
C, 9,12, 9,  1.3, 6
C,10,00, 9,  1.0, 6
C,10,12, 6,  1.7, 6
C,11,00, 8,  1.2, 6
C,11,12, 8,  0.9, 6
C,12,00,10,  1.2, 7
C,12,12, 6,  1.9,13
C,13,00, 5,  0.9,15
C,13,12, 2,  0.3, 5
C,14,00, 4,  0.6, 7
C,14,12, 5,  1.0, 7
C,15,00, 9,  0.9, 7
C,15,12, 8,  1.1, 6
C,16,00, 9,  1.2, 6
C,16,12, 9,  1.4, 6
C,17,00, 9,  1.3, 5
C,17,12, 9,  1.2, 5
C,18,00, 9,  1.1, 5
C,18,12, 9,  1.1, 5
C,19,00, 9,  0.9, 5
C,19,12, 9,  0.7, 5
C,20,00,10,  1.0, 5
C,20,12,10,  1.1, 5
C,21,00, 9,  0.9, 5
C,21,12, 9,  1.2, 5
C,22,00, 9,  1.0, 5
C,22,12, 9,  1.1, 5
C,23,00, 9,  1.6, 6
C,23,12, 7,  2.9, 7
C,24,00, 8,  3.2, 7
C,24,12, 9,  1.9, 7
C,25,00, 9,  1.6, 7
C,25,12, 9,  1.4, 7
C,26,00,10,  1.6, 6
C,26,12,11,  2.5, 6
C,27,00, 9,  3.8, 7
C,27,12,10,  3.1, 7
C,28,00,11,  2.4, 7
C,28,12,10,  2.0, 8
C,29,00,10,  2.7, 8
C,29,12, 6,  2.4,11
C,30,00, 9,  1.7, 9
C,30,12, 6,  2.3,12
C,31,00, 6,  2.0,13
C,31,12, 5,  1.6,14
D, 1,00,12,  5.9, 9
D, 1,12,12,  3.8, 9
D, 2,00,11,  2.2, 9
D, 2,12, 9,  1.5, 8
D, 3,00, 9,  1.0, 7
D, 3,12,10,  1.0, 8
D, 4,00,10,  1.3, 8
D, 4,12,11,  1.3, 8
D, 5,00,11,  1.3, 8
D, 5,12,10,  1.2, 7
D, 6,00, 8,  1.2, 7
D, 6,12, 6,  2.1, 9
D, 7,00, 8,  2.5, 9
D, 7,12, 9,  1.7, 9
D, 8,00, 8,  1.1, 8
D, 8,12, 9,  1.6, 4
D, 9,00, 9,  1.7, 4
D, 9,12, 9,  1.7, 5
D,10,00, 9,  1.4, 5
D,10,12, 9,  1.3, 5
D,11,00, 7,  1.1, 5
D,11,12, 7,  1.0, 5
D,12,00, 7,  1.2, 7
D,12,12, 5,  1.2, 1
D,13,00, 4,  0.8, 2
D,13,12, 7,  0.9, 3
D,14,00, 6,  1.0, 5
D,14,12, 8,  1.1, 6
D,15,00, 8,  1.2, 6
D,15,12, 8,  1.3, 5
D,16,00, 9,  1.3, 5
D,16,12, 9,  1.3, 5
D,17,00, 9,  1.8, 5
D,17,12, 9,  1.6, 5
D,18,00, 9,  1.4, 5
D,18,12, 9,  1.4, 5
D,19,00, 8,  1.6, 5
D,19,12, 8,  1.3, 5
D,20,00, 9,  1.5, 5
D,20,12, 9,  1.6, 5
D,21,00, 9,  1.5, 5
D,21,12, 9,  1.3, 5
D,22,00, 9,  1.3, 5
D,22,12, 9,  1.3, 5
D,23,00, 9,  1.5, 5
D,23,12, 9,  2.2, 5
D,24,00, 9,  2.5, 7
D,24,12, 9,  2.6, 6
D,25,00, 9,  1.9, 6
D,25,12, 9,  1.8, 5
D,26,00,11,  2.1, 5
D,26,12,11,  2.2, 5
D,27,00,11,  3.5, 7
D,27,12, 9,  2.8, 7
D,28,00,11,  2.4, 8
D,28,12,11,  2.3, 8
D,29,00,11,  2.2, 8
D,29,12,12,  2.3, 6
D,30,00,11,  1.9, 6
D,30,12,11,  1.8, 7
D,31,00,11,  1.4, 7
D,31,12, 5,  1.5,13
E, 1,00,13,  6.6, 9
E, 1,12,11,  4.2, 9
E, 2,00, 9,  1.7, 9
E, 2,12, 9,  1.4, 8
E, 3,00,10,  1.2, 8
E, 3,12,10,  1.3, 8
E, 4,00,11,  2.2, 7
E, 4,12,11,  2.1, 7
E, 5,00, 7,  2.2, 6
E, 5,12, 7,  2.0, 7
E, 6,00,10,  1.4, 7
E, 6,12, 9,  2.0, 8
E, 7,00, 9,  2.6,10
E, 7,12, 8,  1.8,10
E, 8,00, 6,  1.8, 5
E, 8,12, 6,  1.5, 5
E, 9,00, 7,  2.0, 4
E, 9,12, 8,  2.3, 4
E,10,00, 9,  1.5, 4
E,10,12, 9,  1.2, 5
E,11,00, 9,  1.2, 5
E,11,12, 7,  1.2, 7
E,12,00, 6,  1.2, 8
E,12,12, 6,  1.6, 4
E,13,00, 7,  2.3, 4
E,13,12, 7,  2.3, 5
E,14,00, 9,  2.2, 5
E,14,12, 8,  1.7, 5
E,15,00, 8,  1.4, 5
E,15,12, 9,  1.4, 5
E,16,00, 9,  1.5, 5
E,16,12, 9,  1.8, 5
E,17,00, 9,  2.0, 5
E,17,12, 9,  2.0, 5
E,18,00, 9,  1.9, 4
E,18,12, 7,  2.2, 4
E,19,00, 9,  2.8, 4
E,19,12, 9,  2.1, 5
E,20,00, 9,  1.9, 5
E,20,12, 9,  2.2, 4
E,21,00, 9,  2.4, 4
E,21,12, 9,  2.1, 4
E,22,00, 9,  1.8, 4
E,22,12, 9,  1.8, 5
E,23,00, 9,  1.8, 5
E,23,12, 9,  2.4, 5
E,24,00, 9,  3.0, 6
E,24,12,10,  2.9, 5
E,25,00, 9,  2.6, 4
E,25,12,10,  2.3, 5
E,26,00,11,  2.3, 5
E,26,12,11,  2.2, 5
E,27,00,11,  3.5, 7
E,27,12,11,  3.3, 8
E,28,00,11,  2.6, 7
E,28,12,11,  2.5, 7
E,29,00,11,  2.4, 9
E,29,12,10,  2.3, 9
E,30,00,11,  2.2, 8
E,30,12, 7,  1.9, 9
E,31,00,11,  1.3, 5
E,31,12,11,  1.2, 3
F, 1,00,15,  5.4,10
F, 1,12,10,  2.8,10
F, 2,00, 9,  1.3, 9
F, 2,12, 9,  1.2, 8
F, 3,00,10,  1.1, 7
F, 3,12,10,  1.1, 8
F, 4,00,12,  1.9, 8
F, 4,12,12,  1.8, 7
F, 5,00,11,  1.8, 7
F, 5,12,10,  1.6, 7
F, 6,00,10,  1.3, 8
F, 6,12, 9,  1.8, 8
F, 7,00, 9,  2.1,10
F, 7,12, 9,  1.5,10
F, 8,00, 9,  1.3, 7
F, 8,12, 7,  1.3, 6
F, 9,00,11,  1.3, 6
F, 9,12,10,  1.2, 5
F,10,00,11,  1.0, 5
F,10,12,11,  0.9, 6
F,11,00,11,  0.9, 6
F,11,12,10,  0.9, 7
F,12,00, 7,  1.0, 7
F,12,12, 6,  1.2, 5
F,13,00, 8,  1.9, 5
F,13,12, 9,  2.3, 5
F,14,00, 9,  2.2, 5
F,14,12, 9,  1.5, 5
F,15,00, 9,  1.2, 5
F,15,12, 9,  1.3, 5
F,16,00, 9,  1.2, 5
F,16,12, 9,  1.4, 5
F,17,00, 9,  1.3, 5
F,17,12, 9,  1.4, 5
F,18,00, 9,  1.4, 5
F,18,12, 7,  1.5, 5
F,19,00, 8,  1.4, 4
F,19,12, 9,  1.6, 5
F,20,00, 9,  1.8, 5
F,20,12, 9,  1.8, 5
F,21,00, 9,  1.4, 4
F,21,12, 9,  1.4, 5
F,22,00, 8,  1.3, 5
F,22,12, 9,  1.5, 5
F,23,00, 9,  1.6, 5
F,23,12, 9,  1.9, 5
F,24,00,10,  2.4, 6
F,24,12,10,  2.2, 6
F,25,00,10,  1.8, 5
F,25,12,10,  1.7, 5
F,26,00,11,  1.9, 5
F,26,12,11,  1.9, 6
F,27,00,11,  2.8, 7
F,27,12,11,  2.7, 8
F,28,00,11,  2.1, 7
F,28,12,11,  2.1, 8
F,29,00,10,  1.8, 8
F,29,12,10,  1.9, 9
F,30,00,10,  1.7, 9
F,30,12,10,  1.6,10
F,31,00,11,  0.8,10
F,31,12, 5,  1.1, 1
G, 1,00,15,  7.1,11
G, 1,12,11,  3.5,11
G, 2,00, 9,  1.8,11
G, 2,12, 9,  1.6,10
G, 3,00,10,  1.1, 8
G, 3,12,10,  1.2, 9
G, 4,00,12,  2.4, 9
G, 4,12,12,  2.5, 8
G, 5,00,13,  2.4, 8
G, 5,12,13,  1.9, 9
G, 6,00,13,  1.6, 9
G, 6,12,12,  2.2,10
G, 7,00, 8,  3.0,11
G, 7,12,10,  2.1,11
G, 8,00, 9,  1.2, 9
G, 8,12, 7,  1.3, 6
G, 9,00,11,  1.2, 5
G, 9,12, 7,  1.0, 5
G,10,00, 8,  1.0, 5
G,10,12, 9,  0.8, 6
G,11,00, 9,  0.7, 6
G,11,12, 4,  0.8, 7
G,12,00, 6,  1.2,13
G,12,12, 5,  1.3, 1
G,13,00, 7,  2.4, 4
G,13,12, 9,  2.7, 5
G,14,00, 9,  2.3, 5
G,14,12, 9,  1.2, 5
G,15,00, 9,  1.0, 5
G,15,12, 9,  1.1, 5
G,16,00, 9,  1.1, 5
G,16,12, 9,  1.2, 5
G,17,00, 9,  1.1, 5
G,17,12, 9,  1.1, 5
G,18,00, 6,  1.5, 4
G,18,12, 7,  1.8, 4
G,19,00, 7,  1.6, 4
G,19,12, 9,  1.2, 5
G,20,00, 9,  1.7, 4
G,20,12, 9,  1.4, 4
G,21,00, 9,  1.6, 4
G,21,12, 8,  1.4, 4
G,22,00, 9,  1.5, 5
G,22,12, 9,  1.5, 5
G,23,00, 9,  1.8, 5
G,23,12, 9,  1.9, 5
G,24,00, 9,  2.0, 5
G,24,12,10,  1.6, 5
G,25,00,10,  1.7, 5
G,25,12, 9,  1.5, 5
G,26,00,10,  1.6, 5
G,26,12,11,  1.6, 5
G,27,00, 7,  2.8, 8
G,27,12,13,  2.9, 9
G,28,00,12,  2.3, 8
G,28,12,12,  2.6, 9
G,29,00,11,  2.1, 9
G,29,12,11,  1.8, 9
G,30,00, 6,  2.3,11
G,30,12, 6,  2.1,11
G,31,00, 6,  1.6,12
G,31,12, 6,  2.2,13
H, 1,00,15,  5.4,10
H, 1,12,10,  2.6,10
H, 2,00, 9,  1.3, 9
H, 2,12, 9,  1.1, 8
H, 3,00,10,  1.2, 8
H, 3,12,10,  1.4, 8
H, 4,00,12,  2.5, 8
H, 4,12,13,  2.8, 8
H, 5,00,13,  2.7, 8
H, 5,12,13,  2.6, 8
H, 6,00,12,  2.1, 9
H, 6,12,11,  2.6,10
H, 7,00,11,  2.1,10
H, 7,12, 9,  1.5,10
H, 8,00, 9,  1.2, 8
H, 8,12,11,  1.1, 7
H, 9,00,11,  1.2, 6
H, 9,12,11,  1.0, 6
H,10,00,11,  1.0, 6
H,10,12,10,  1.0, 6
H,11,00,10,  0.8, 6
H,11,12, 5,  1.2,16
H,12,00, 6,  1.7,15
H,12,12, 5,  1.4,15
H,13,00, 7,  1.8, 5
H,13,12, 8,  2.7, 5
H,14,00, 9,  1.8, 5
H,14,12, 9,  1.3, 5
H,15,00, 9,  1.1, 5
H,15,12, 9,  1.2, 6
H,16,00, 9,  1.0, 5
H,16,12, 9,  1.1, 6
H,17,00, 9,  1.3, 5
H,17,12, 9,  0.9, 5
H,18,00, 9,  1.2, 5
H,18,12, 7,  1.5, 5
H,19,00, 7,  1.1, 5
H,19,12, 9,  1.1, 5
H,20,00, 9,  1.4, 5
H,20,12, 9,  1.6, 4
H,21,00, 9,  1.1, 5
H,21,12, 7,  1.1, 5
H,22,00, 7,  1.6, 5
H,22,12, 9,  1.7, 6
H,23,00, 8,  2.0, 5
H,23,12, 8,  2.4, 6
H,24,00, 9,  2.0, 6
H,24,12,10,  2.1, 5
H,25,00,10,  1.8, 5
H,25,12,10,  1.4, 5
H,26,00,10,  1.6, 5
H,26,12,11,  1.9, 6
H,27,00,12,  2.8, 8
H,27,12,13,  2.7, 8
H,28,00,12,  2.3, 8
H,28,12,12,  2.3, 8
H,29,00,11,  2.0, 8
H,29,12,11,  1.7, 9
H,30,00,11,  2.0, 9
H,30,12,11,  1.6,10
H,31,00,11,  1.2,10
H,31,12, 5,  1.6,13
I, 1,00,12,  3.4, 9
I, 1,12, 9,  1.5, 9
I, 2,00, 9,  0.9, 8
I, 2,12,10,  0.8, 8
I, 3,00,10,  1.1, 8
I, 3,12,12,  1.6, 8
I, 4,00,12,  2.3, 9
I, 4,12,13,  2.4, 9
I, 5,00,13,  2.8, 9
I, 5,12,13,  2.8, 9
I, 6,00,12,  2.7, 9
I, 6,12, 9,  3.2,10
I, 7,00, 9,  1.8,10
I, 7,12, 9,  1.1, 8
I, 8,00, 8,  1.0, 7
I, 8,12,11,  1.0, 7
I, 9,00,10,  1.1, 6
I, 9,12,11,  0.8, 7
I,10,00,10,  0.8, 7
I,10,12,10,  0.8, 7
I,11,00, 4,  0.9, 5
I,11,12, 4,  0.8, 4
I,12,00, 5,  1.5, 1
I,12,12, 5,  1.4, 2
I,13,00, 4,  0.9, 2
I,13,12,10,  1.0, 6
I,14,00, 9,  0.8, 6
I,14,12, 9,  0.7, 6
I,15,00, 9,  0.6, 6
I,15,12, 9,  0.9, 7
I,16,00, 9,  0.7, 6
I,16,12, 9,  0.9, 6
I,17,00, 9,  1.0, 6
I,17,12, 9,  0.8, 5
I,18,00, 9,  0.6, 5
I,18,12, 9,  0.7, 6
I,19,00, 9,  0.5, 6
I,19,12, 4,  0.5, 5
I,20,00, 5,  1.2, 1
I,20,12, 5,  1.5, 1
I,21,00, 5,  1.2, 1
I,21,12, 4,  0.6, 5
I,22,00, 8,  0.7, 6
I,22,12, 9,  1.4, 6
I,23,00, 9,  1.6, 7
I,23,12, 9,  1.8, 7
I,24,00, 9,  1.6, 6
I,24,12,10,  1.1, 6
I,25,00,10,  1.2, 5
I,25,12,10,  1.0, 6
I,26,00,10,  0.8, 6
I,26,12,12,  1.5, 7
I,27,00,13,  2.1, 8
I,27,12,13,  2.2, 7
I,28,00,13,  2.0, 8
I,28,12,12,  2.3, 8
I,29,00,12,  1.9, 8
I,29,12,11,  1.5, 8
I,30,00,11,  1.6, 9
I,30,12,11,  1.4, 9
I,31,00,11,  1.1, 9
I,31,12,11,  1.3, 9
J, 1,00,11,  2.5, 9
J, 1,12, 9,  1.2, 8
J, 2,00, 9,  0.9, 7
J, 2,12,10,  0.9, 7
J, 3,00,10,  1.2, 7
J, 3,12,12,  1.8, 8
J, 4,00,12,  2.7, 8
J, 4,12,13,  3.2, 8
J, 5,00, 9,  3.4, 8
J, 5,12,12,  3.3, 9
J, 6,00,10,  3.2, 9
J, 6,12, 9,  3.2, 9
J, 7,00, 9,  1.5, 8
J, 7,12,10,  1.2, 7
J, 8,00,10,  1.0, 6
J, 8,12,10,  1.1, 6
J, 9,00,11,  1.2, 6
J, 9,12,11,  1.2, 6
J,10,00,11,  1.0, 6
J,10,12,11,  1.1, 6
J,11,00,11,  1.0, 6
J,11,12,11,  0.8, 6
J,12,00, 4,  0.9, 3
J,12,12, 4,  0.8, 4
J,13,00, 4,  0.6, 3
J,13,12,10,  1.0, 6
J,14,00,10,  1.1, 5
J,14,12,10,  1.2, 5
J,15,00, 9,  1.0, 5
J,15,12, 9,  1.2, 5
J,16,00, 9,  1.1, 5
J,16,12, 9,  1.3, 5
J,17,00, 9,  1.2, 6
J,17,12, 9,  0.9, 6
J,18,00, 9,  0.7, 5
J,18,12, 9,  0.9, 5
J,19,00, 9,  0.7, 5
J,19,12, 9,  0.7, 5
J,20,00, 9,  1.1, 4
J,20,12,10,  1.1, 5
J,21,00, 9,  0.7, 5
J,21,12, 9,  0.8, 5
J,22,00, 9,  1.2, 5
J,22,12, 8,  1.7, 6
J,23,00, 9,  1.8, 6
J,23,12, 9,  1.7, 6
J,24,00, 9,  1.7, 6
J,24,12,10,  1.4, 5
J,25,00,10,  1.4, 5
J,25,12,11,  1.4, 5
J,26,00,10,  1.3, 5
J,26,12,10,  1.5, 6
J,27,00,12,  2.2, 7
J,27,12,13,  2.2, 7
J,28,00,13,  2.1, 7
J,28,12,12,  2.4, 7
J,29,00,12,  2.0, 7
J,29,12,11,  1.5, 8
J,30,00,11,  1.6, 8
J,30,12,11,  1.3, 8
J,31,00,11,  1.0, 8
J,31,12,11,  1.2, 8
K, 1,00,11,  2.0, 9
K, 1,12, 9,  1.0, 8
K, 2,00, 9,  0.7, 8
K, 2,12,11,  0.6, 7
K, 3,00,11,  1.0, 8
K, 3,12,12,  1.6, 8
K, 4,00,12,  2.3, 8
K, 4,12,13,  2.6, 8
K, 5,00,13,  3.1, 9
K, 5,12,11,  3.4, 9
K, 6,00, 9,  3.6, 9
K, 6,12, 9,  2.4, 9
K, 7,00, 9,  1.0, 9
K, 7,12, 8,  0.8, 7
K, 8,00, 4,  0.8, 6
K, 8,12,10,  0.8, 6
K, 9,00,10,  0.8, 6
K, 9,12,10,  0.8, 7
K,10,00,10,  0.7, 7
K,10,12,10,  0.8, 5
K,11,00, 5,  1.1, 1
K,11,12, 5,  1.4,16
K,12,00, 5,  1.5, 1
K,12,12, 4,  0.8, 1
K,13,00, 4,  0.6, 2
K,13,12, 4,  1.0, 3
K,14,00,10,  0.6, 6
K,14,12, 9,  0.6, 6
K,15,00, 9,  0.4, 7
K,15,12, 9,  0.8, 6
K,16,00, 9,  0.5, 6
K,16,12, 9,  0.8, 6
K,17,00, 4,  0.9, 5
K,17,12, 4,  0.7, 5
K,18,00, 4,  0.6, 2
K,18,12, 4,  0.9, 1
K,19,00, 4,  0.8, 1
K,19,12, 5,  1.1,16
K,20,00, 5,  1.2, 1
K,20,12, 4,  1.0, 1
K,21,00, 4,  0.7, 1
K,21,12, 2,  0.3, 6
K,22,00, 9,  0.4, 6
K,22,12, 9,  0.7, 6
K,23,00, 9,  1.1, 6
K,23,12, 9,  1.0, 6
K,24,00, 9,  1.3, 5
K,24,12,10,  0.8, 5
K,25,00,10,  0.9, 5
K,25,12,10,  0.6, 6
K,26,00,10,  0.7, 6
K,26,12, 5,  1.2, 8
K,27,00,13,  1.7, 7
K,27,12,13,  2.0, 7
K,28,00,13,  1.8, 7
K,28,12,12,  2.0, 8
K,29,00,12,  1.6, 8
K,29,12,11,  1.3, 8
K,30,00,11,  1.5, 9
K,30,12,11,  1.3, 9
K,31,00,11,  1.1, 9
K,31,12, 5,  1.5,13
L, 1,00, 9,  2.1,11
L, 1,12, 9,  1.1, 7
L, 2,00,10,  1.1, 5
L, 2,12,11,  1.0, 6
L, 3,00,11,  2.0, 7
L, 3,12,12,  3.0, 7
L, 4,00,13,  3.9, 7
L, 4,12,13,  4.2, 8
L, 5,00,13,  4.3, 8
L, 5,12, 9,  4.6, 9
L, 6,00, 9,  4.0,10
L, 6,12, 9,  2.5,10
L, 7,00,10,  1.4, 7
L, 7,12,10,  1.2, 6
L, 8,00,10,  1.1, 5
L, 8,12,10,  1.3, 5
L, 9,00,10,  1.3, 5
L, 9,12,11,  1.3, 5
L,10,00,11,  1.1, 5
L,10,12,11,  1.2, 5
L,11,00, 5,  1.6, 3
L,11,12, 5,  1.4, 2
L,12,00, 7,  1.7, 3
L,12,12, 7,  1.7, 3
L,13,00, 7,  1.2, 4
L,13,12, 7,  1.5, 4
L,14,00, 7,  1.2, 5
L,14,12,10,  1.5, 5
L,15,00, 9,  1.8, 4
L,15,12, 7,  2.1, 5
L,16,00, 9,  1.8, 5
L,16,12, 9,  1.5, 5
L,17,00, 8,  1.5, 5
L,17,12, 9,  1.4, 4
L,18,00, 9,  1.3, 4
L,18,12, 9,  1.2, 4
L,19,00, 9,  1.3, 3
L,19,12, 9,  0.8, 4
L,20,00, 6,  1.6, 2
L,20,12, 7,  2.3, 3
L,21,00, 7,  1.9, 3
L,21,12, 8,  1.6, 4
L,22,00, 9,  1.5, 4
L,22,12,10,  1.8, 5
L,23,00,10,  1.6, 5
L,23,12,10,  1.7, 5
L,24,00,10,  1.7, 5
L,24,12,10,  1.6, 5
L,25,00,10,  1.9, 4
L,25,12,10,  1.7, 5
L,26,00,10,  1.6, 5
L,26,12,10,  1.7, 5
L,27,00,12,  2.5, 6
L,27,12,13,  2.9, 6
L,28,00,12,  2.6, 6
L,28,12,12,  2.5, 6
L,29,00,11,  2.0, 6
L,29,12,11,  1.8, 7
L,30,00,11,  1.5, 8
L,30,12,11,  1.4, 8
L,31,00,11,  1.2, 7
L,31,12,11,  1.3, 8
M, 1,00, 9,  2.0, 2
M, 1,12, 8,  1.3, 3
M, 2,00,11,  1.3, 4
M, 2,12,11,  1.7, 5
M, 3,00,12,  2.6, 6
M, 3,12,13,  3.6, 7
M, 4,00,13,  4.7, 7
M, 4,12,15,  6.4, 8
M, 5,00,11,  6.6, 9
M, 5,12,10,  5.1, 9
M, 6,00, 9,  2.6,10
M, 6,12, 8,  1.7, 7
M, 7,00,10,  1.2, 5
M, 7,12,10,  1.1, 5
M, 8,00,10,  1.0, 5
M, 8,12,10,  1.1, 5
M, 9,00,10,  1.2, 5
M, 9,12,11,  1.2, 5
M,10,00,11,  1.1, 5
M,10,12,11,  1.2, 5
M,11,00,10,  1.3, 4
M,11,12, 8,  2.6, 2
M,12,00, 7,  1.9, 2
M,12,12, 7,  1.4, 3
M,13,00, 7,  1.4, 4
M,13,12, 8,  1.4, 4
M,14,00, 8,  1.4, 4
M,14,12, 9,  1.0, 5
M,15,00, 6,  1.8, 3
M,15,12, 8,  1.9, 3
M,16,00, 9,  1.5, 4
M,16,12, 9,  1.3, 5
M,17,00, 9,  1.3, 4
M,17,12, 9,  1.2, 4
M,18,00, 9,  1.0, 4
M,18,12, 6,  1.3, 3
M,19,00, 7,  1.3, 3
M,19,12, 7,  1.2, 2
M,20,00, 6,  1.1, 2
M,20,12, 7,  1.2, 3
M,21,00, 9,  1.5, 4
M,21,12, 8,  1.6, 4
M,22,00, 8,  1.7, 4
M,22,12, 9,  1.4, 5
M,23,00,10,  1.3, 5
M,23,12,10,  1.2, 5
M,24,00,10,  1.3, 4
M,24,12,10,  1.4, 4
M,25,00,10,  1.4, 4
M,25,12,10,  1.4, 4
M,26,00,10,  1.7, 5
M,26,12,11,  1.6, 5
M,27,00,15,  2.7, 5
M,27,12,13,  3.1, 5
M,28,00,13,  3.0, 5
M,28,12,12,  2.5, 6
M,29,00,11,  2.3, 6
M,29,12,11,  2.2, 7
M,30,00,11,  1.8, 7
M,30,12,11,  1.5, 7
M,31,00,10,  1.5, 6
M,31,12,10,  1.5, 5
N, 1,00, 9,  1.6, 3
N, 1,12,10,  1.4, 4
N, 2,00,11,  1.4, 5
N, 2,12,11,  2.5, 5
N, 3,00,12,  3.6, 6
N, 3,12,15,  4.4, 6
N, 4,00,15,  7.3, 7
N, 4,12,12,  9.7, 7
N, 5,00,11,  6.5, 9
N, 5,12,10,  5.0,11
N, 6,00, 9,  2.0,11
N, 6,12, 8,  1.7, 6
N, 7,00, 9,  1.3, 5
N, 7,12,10,  1.2, 5
N, 8,00,10,  1.1, 5
N, 8,12,10,  1.2, 5
N, 9,00,10,  1.3, 5
N, 9,12,11,  1.2, 5
N,10,00,11,  1.1, 5
N,10,12,11,  1.2, 5
N,11,00,10,  1.1, 5
